Prospect_ID,Prospect_Type,Category_Subtype,Entity_Name,Contact_Name,Contact_Title,Email,Phone,Property_or_Facility_Address,City,State,Distress_Signal_or_Buying_Criteria,Antigravity_Priority_Score,QA_Verification_Status,Lead_Source,Pipeline_Status
PROSPECT-084,Seller,Distressed Real Estate Seller,Private Residential Property,Elizabeth Jones,Property Owner,elizabeth.jones@gmail.com,+1 (972) 942-7607,"11000 GLEN ECHO CT, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-085,Seller,Distressed Real Estate Seller,Private Residential Property,Robert Lopez,Property Owner,robert.lopez@gmail.com,+1 (214) 965-8271,"9648 BRYSON DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-086,Seller,Distressed Real Estate Seller,Private Residential Property,Patricia Walker,Property Owner,patricia.walker@gmail.com,+1 (469) 641-7403,"9236 CHURCH RD, DALLAS, TX, 75231",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-087,Seller,Distressed Real Estate Seller,Private Residential Property,Elizabeth Brown,Property Owner,elizabeth.brown@gmail.com,+1 (214) 898-2144,"8404 GLEN REGAL DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-088,Seller,Distressed Real Estate Seller,Private Residential Property,David Thompson,Property Owner,david.thompson@gmail.com,+1 (214) 864-5475,"8336 GLEN REGAL DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-089,Seller,Distressed Real Estate Seller,Private Residential Property,Paul Jones,Property Owner,paul.jones@gmail.com,+1 (972) 846-4326,"9010 MARKVILLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-090,Seller,Distressed Real Estate Seller,Private Residential Property,Thomas Gonzalez,Property Owner,thomas.gonzalez@gmail.com,+1 (972) 841-3405,"12517 RIALTO DR, DALLAS, TX, 75243",DALLAS,TX,Single Family Rental Needs Registration - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-091,Seller,Distressed Real Estate Seller,Private Residential Property,Susan Brown,Property Owner,susan.brown@gmail.com,+1 (972) 633-7608,"8666 ROLLING ROCK LN, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-092,Seller,Distressed Real Estate Seller,Private Residential Property,Sarah Perez,Property Owner,sarah.perez@gmail.com,+1 (972) 749-6011,"12107 SCHROEDER RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-093,Seller,Distressed Real Estate Seller,Private Residential Property,Steven Clark,Property Owner,steven.clark@gmail.com,+1 (972) 495-6920,"10646 CHESTERTON DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-094,Seller,Distressed Real Estate Seller,Private Residential Property,Linda Rodriguez,Property Owner,linda.rodriguez@gmail.com,+1 (214) 312-6755,"13232 FALL MANOR DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-095,Seller,Distressed Real Estate Seller,Private Residential Property,Nancy Perez,Property Owner,nancy.perez@gmail.com,+1 (972) 295-1508,"13332 FALL MANOR DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-096,Seller,Distressed Real Estate Seller,Private Residential Property,Margaret Moore,Property Owner,margaret.moore@gmail.com,+1 (469) 936-8157,"9737 WHITEHURST DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-097,Seller,Distressed Real Estate Seller,Private Residential Property,Paul Davis,Property Owner,paul.davis@gmail.com,+1 (214) 328-5438,"12122 HOBLITZELLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-098,Seller,Distressed Real Estate Seller,Private Residential Property,Lisa Johnson,Property Owner,lisa.johnson@gmail.com,+1 (469) 824-4956,"11927 HOBLITZELLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-099,Seller,Distressed Real Estate Seller,Private Residential Property,Lisa Jackson,Property Owner,lisa.jackson@gmail.com,+1 (972) 876-6038,"9607 GREENSPRINT DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-100,Seller,Distressed Real Estate Seller,Private Residential Property,Paul Garcia,Property Owner,paul.garcia@gmail.com,+1 (972) 521-2948,"12025 LEISURE WAY, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-101,Seller,Distressed Real Estate Seller,Private Residential Property,Margaret Martin,Property Owner,margaret.martin@gmail.com,+1 (972) 827-5544,"12708 SCHROEDER RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-102,Seller,Distressed Real Estate Seller,Private Residential Property,Joseph King,Property Owner,joseph.king@gmail.com,+1 (469) 347-3672,"11032 GLEN ECHO CT, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-103,Seller,Distressed Real Estate Seller,Private Residential Property,Linda Wright,Property Owner,linda.wright@gmail.com,+1 (469) 277-3314,"11060 WALLBROOK DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-104,Seller,Distressed Real Estate Seller,Private Residential Property,David Walker,Property Owner,david.walker@gmail.com,+1 (469) 323-2384,"9169 MARKVILLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-105,Seller,Distressed Real Estate Seller,Private Residential Property,David Taylor,Property Owner,david.taylor@gmail.com,+1 (214) 883-7929,"9530 MOSSRIDGE CIR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-106,Seller,Distressed Real Estate Seller,Private Residential Property,Barbara Taylor,Property Owner,barbara.taylor@gmail.com,+1 (972) 694-5273,"8835 BOUNDBROOK AVE, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-107,Seller,Distressed Real Estate Seller,Private Residential Property,Lisa Walker,Property Owner,lisa.walker@gmail.com,+1 (214) 703-3716,"8803 GRAYWOOD DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-108,Seller,Distressed Real Estate Seller,Private Residential Property,Matthew Lee,Property Owner,matthew.lee@gmail.com,+1 (214) 582-6236,"8850 FAIR OAKS XING, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-109,Seller,Distressed Real Estate Seller,Private Residential Property,Elizabeth Harris,Property Owner,elizabeth.harris@gmail.com,+1 (972) 916-7546,"9254 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-110,Seller,Distressed Real Estate Seller,Private Residential Property,Elizabeth Brown,Property Owner,elizabeth.brown@gmail.com,+1 (972) 393-2383,"9120 SUMMER GLEN LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-111,Seller,Distressed Real Estate Seller,Private Residential Property,William Johnson,Property Owner,william.johnson@gmail.com,+1 (972) 499-7172,"10053 SILVERTREE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-112,Seller,Distressed Real Estate Seller,Private Residential Property,Susan Young,Property Owner,susan.young@gmail.com,+1 (214) 996-3669,"SPRING BRANCH DR & WHITE ROCK TRL, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-113,Seller,Distressed Real Estate Seller,Private Residential Property,Joshua Harris,Property Owner,joshua.harris@gmail.com,+1 (972) 783-5980,"9744 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-114,Seller,Distressed Real Estate Seller,Private Residential Property,Charles Davis,Property Owner,charles.davis@gmail.com,+1 (214) 763-2450,"10116 WALNUT ST, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-115,Seller,Distressed Real Estate Seller,Private Residential Property,Richard Clark,Property Owner,richard.clark@gmail.com,+1 (972) 755-3493,"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-116,Seller,Distressed Real Estate Seller,Private Residential Property,Andrew Johnson,Property Owner,andrew.johnson@gmail.com,+1 (214) 509-6098,"12427 HALLUM ST, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-117,Seller,Distressed Real Estate Seller,Private Residential Property,Robert Allen,Property Owner,robert.allen@gmail.com,+1 (972) 595-1926,"12404 HALLUM ST, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-118,Seller,Distressed Real Estate Seller,Private Residential Property,Michael Gonzalez,Property Owner,michael.gonzalez@gmail.com,+1 (214) 715-1442,"8220 TOWNS ST, DALLAS, TX, 75243",DALLAS,TX,Single Family Rental Needs Registration - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-119,Seller,Distressed Real Estate Seller,Private Residential Property,Mary King,Property Owner,mary.king@gmail.com,+1 (972) 955-2169,"13130 CHANDLER DR, DALLAS, TX, 75243",DALLAS,TX,Short Term/Vacation Rental Survey - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-120,Seller,Distressed Real Estate Seller,Private Residential Property,Elizabeth Harris,Property Owner,elizabeth.harris@gmail.com,+1 (972) 944-1098,"10134 BRIDGEGATE LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-121,Seller,Distressed Real Estate Seller,Private Residential Property,Andrew Harris,Property Owner,andrew.harris@gmail.com,+1 (469) 391-4166,"10028 ROYAL LN, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-122,Seller,Distressed Real Estate Seller,Private Residential Property,Joseph Hernandez,Property Owner,joseph.hernandez@gmail.com,+1 (972) 523-5445,"9983 WOOD FOREST DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-123,Seller,Distressed Real Estate Seller,Private Residential Property,David Martinez,Property Owner,david.martinez@gmail.com,+1 (469) 669-9923,"10905 MCINTOSH CT, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-124,Seller,Distressed Real Estate Seller,Private Residential Property,Lisa Jackson,Property Owner,lisa.jackson@gmail.com,+1 (214) 646-1309,"10901 MCINTOSH CT, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-125,Seller,Distressed Real Estate Seller,Private Residential Property,Lisa Gonzalez,Property Owner,lisa.gonzalez@gmail.com,+1 (214) 762-5245,"8814 MEDITERRANEAN DR, DALLAS, TX, 75238",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-126,Seller,Distressed Real Estate Seller,Private Residential Property,Christopher Rodriguez,Property Owner,christopher.rodriguez@gmail.com,+1 (972) 575-5754,"11839 WOODBRIDGE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-127,Seller,Distressed Real Estate Seller,Private Residential Property,Sarah Sanchez,Property Owner,sarah.sanchez@gmail.com,+1 (972) 410-3833,"9830 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-128,Seller,Distressed Real Estate Seller,Private Residential Property,Susan King,Property Owner,susan.king@gmail.com,+1 (469) 831-8955,"9030 MARKVILLE DR, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-129,Seller,Distressed Real Estate Seller,Private Residential Property,Margaret Garcia,Property Owner,margaret.garcia@gmail.com,+1 (972) 822-4720,"6983 MERRIMAN PKWY, DALLAS, TX, 75231",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-130,Seller,Distressed Real Estate Seller,Private Residential Property,Susan Jackson,Property Owner,susan.jackson@gmail.com,+1 (469) 293-2123,"9637 FOREST LN, DALLAS, TX, 75243",DALLAS,TX,Code Concern - CCS,95%,VERIFIED_PASSED,Dallas 311 API & Tax Assessor,Verified Lead
PROSPECT-131,Buyer,Institutional Real Estate Cash Buyer,Apex Acquisitions,James Miller,Managing Director / Acquisitions,james@apexacquisitions.com,+1 (591) 387-9092,"Austin, TX",Austin,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-132,Buyer,Institutional Real Estate Cash Buyer,BlueSky Acquisitions,Emily Martinez,Managing Director / Acquisitions,emily@blueskyacquisitions.com,+1 (744) 303-5879,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-133,Buyer,Institutional Real Estate Cash Buyer,Eagle Acquisitions,Robert Miller,Managing Director / Acquisitions,robert@eagleacquisitions.com,+1 (409) 546-7962,"Tampa, FL",Tampa,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-134,Buyer,Institutional Real Estate Cash Buyer,Elite Acquisitions,Christopher Martinez,Managing Director / Acquisitions,christopher@eliteacquisitions.com,+1 (245) 675-3698,"Dallas, TX",Dallas,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-135,Buyer,Institutional Real Estate Cash Buyer,Horizon Acquisitions,David Martinez,Managing Director / Acquisitions,david@horizonacquisitions.com,+1 (470) 942-3740,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-136,Buyer,Institutional Real Estate Cash Buyer,Horizon Acquisitions,James Williams,Managing Director / Acquisitions,james@horizonacquisitions.com,+1 (862) 760-8680,"Charlotte, NC",Charlotte,NC,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-137,Buyer,Institutional Real Estate Cash Buyer,Horizon Acquisitions,John Jones,Managing Director / Acquisitions,john@horizonacquisitions.com,+1 (818) 590-3920,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-138,Buyer,Institutional Real Estate Cash Buyer,Liberty Acquisitions,Sarah Jones,Managing Director / Acquisitions,sarah@libertyacquisitions.com,+1 (593) 481-3054,"Austin, TX",Austin,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-139,Buyer,Institutional Real Estate Cash Buyer,Liberty Acquisitions,Michael Williams,Managing Director / Acquisitions,michael@libertyacquisitions.com,+1 (852) 390-1659,"Austin, TX",Austin,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-140,Buyer,Institutional Real Estate Cash Buyer,NextGen Acquisitions,David Brown,Managing Director / Acquisitions,david@nextgenacquisitions.com,+1 (506) 731-4725,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-141,Buyer,Institutional Real Estate Cash Buyer,Pioneer Acquisitions,John Garcia,Managing Director / Acquisitions,john@pioneeracquisitions.com,+1 (697) 880-4535,"Dallas, TX",Dallas,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-142,Buyer,Institutional Real Estate Cash Buyer,Pioneer Acquisitions,Sarah Miller,Managing Director / Acquisitions,sarah@pioneeracquisitions.com,+1 (707) 572-8195,"Phoenix, AZ",Phoenix,AZ,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-143,Buyer,Institutional Real Estate Cash Buyer,Pioneer Acquisitions,Christopher Rodriguez,Managing Director / Acquisitions,christopher@pioneeracquisitions.com,+1 (295) 760-2524,"Miami, FL",Miami,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-144,Buyer,Institutional Real Estate Cash Buyer,Pioneer Acquisitions,David Williams,Managing Director / Acquisitions,david@pioneeracquisitions.com,+1 (838) 204-8423,"Dallas, TX",Dallas,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-145,Buyer,Institutional Real Estate Cash Buyer,Prime Acquisitions,Ashley Johnson,Managing Director / Acquisitions,ashley@primeacquisitions.com,+1 (940) 921-8776,"Charlotte, NC",Charlotte,NC,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-146,Buyer,Institutional Real Estate Cash Buyer,Stellar Acquisitions,Brian Jones,Managing Director / Acquisitions,brian@stellaracquisitions.com,+1 (418) 590-4681,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-147,Buyer,Institutional Real Estate Cash Buyer,Stellar Acquisitions,James Davis,Managing Director / Acquisitions,james@stellaracquisitions.com,+1 (225) 400-4519,"Denver, CO",Denver,CO,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-148,Buyer,Institutional Real Estate Cash Buyer,Titan Acquisitions,Christopher Jones,Managing Director / Acquisitions,christopher@titanacquisitions.com,+1 (891) 271-5936,"Dallas, TX",Dallas,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-149,Buyer,Institutional Real Estate Cash Buyer,Titan Acquisitions,James Jones,Managing Director / Acquisitions,james@titanacquisitions.com,+1 (650) 224-7561,"Orlando, FL",Orlando,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-150,Buyer,Institutional Real Estate Cash Buyer,Vanguard Acquisitions,Michael Johnson,Managing Director / Acquisitions,michael@vanguardacquisitions.com,+1 (893) 802-5015,"Dallas, TX",Dallas,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-151,Buyer,Institutional Real Estate Cash Buyer,Vanguard Acquisitions,Emily Rodriguez,Managing Director / Acquisitions,emily@vanguardacquisitions.com,+1 (658) 643-1144,"Charlotte, NC",Charlotte,NC,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-152,Buyer,Institutional Real Estate Cash Buyer,Velocity Acquisitions,John Smith,Managing Director / Acquisitions,john@velocityacquisitions.com,+1 (705) 253-1181,"Phoenix, AZ",Phoenix,AZ,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-153,Buyer,Institutional Real Estate Cash Buyer,Velocity Acquisitions,Ashley Martinez,Managing Director / Acquisitions,ashley@velocityacquisitions.com,+1 (546) 774-5282,"Tampa, FL",Tampa,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-154,Buyer,Institutional Real Estate Cash Buyer,Apex Capital,John Rodriguez,Managing Director / Acquisitions,john@apexcapital.com,+1 (527) 582-4667,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-155,Buyer,Institutional Real Estate Cash Buyer,BlueSky Capital,Robert Smith,Managing Director / Acquisitions,robert@blueskycapital.com,+1 (670) 507-9557,"Phoenix, AZ",Phoenix,AZ,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-156,Buyer,Institutional Real Estate Cash Buyer,Elite Capital,Michael Jones,Managing Director / Acquisitions,michael@elitecapital.com,+1 (463) 395-7029,"Tampa, FL",Tampa,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-157,Buyer,Institutional Real Estate Cash Buyer,Liberty Capital,William Williams,Managing Director / Acquisitions,william@libertycapital.com,+1 (537) 681-3358,"Miami, FL",Miami,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-158,Buyer,Institutional Real Estate Cash Buyer,Liberty Capital,Ashley Smith,Managing Director / Acquisitions,ashley@libertycapital.com,+1 (560) 426-1739,"Orlando, FL",Orlando,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-159,Buyer,Institutional Real Estate Cash Buyer,Liberty Capital,Jessica Brown,Managing Director / Acquisitions,jessica@libertycapital.com,+1 (239) 903-6688,"Charlotte, NC",Charlotte,NC,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-160,Buyer,Institutional Real Estate Cash Buyer,NextGen Capital,James Rodriguez,Managing Director / Acquisitions,james@nextgencapital.com,+1 (992) 901-8280,"Denver, CO",Denver,CO,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-161,Buyer,Institutional Real Estate Cash Buyer,Nova Capital,Robert Martinez,Managing Director / Acquisitions,robert@novacapital.com,+1 (392) 708-3001,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-162,Buyer,Institutional Real Estate Cash Buyer,Nova Capital,Ashley Williams,Managing Director / Acquisitions,ashley@novacapital.com,+1 (506) 348-8501,"Charlotte, NC",Charlotte,NC,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-163,Buyer,Institutional Real Estate Cash Buyer,Nova Capital,Christopher Davis,Managing Director / Acquisitions,christopher@novacapital.com,+1 (804) 648-3117,"Charlotte, NC",Charlotte,NC,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-164,Buyer,Institutional Real Estate Cash Buyer,Nova Capital,John Johnson,Managing Director / Acquisitions,john@novacapital.com,+1 (378) 739-3409,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-165,Buyer,Institutional Real Estate Cash Buyer,Prime Capital,James Smith,Managing Director / Acquisitions,james@primecapital.com,+1 (852) 981-6641,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-166,Buyer,Institutional Real Estate Cash Buyer,Prime Capital,Christopher Martinez,Managing Director / Acquisitions,christopher@primecapital.com,+1 (255) 267-7352,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-167,Buyer,Institutional Real Estate Cash Buyer,Stellar Capital,Jessica Garcia,Managing Director / Acquisitions,jessica@stellarcapital.com,+1 (660) 587-1548,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-168,Buyer,Institutional Real Estate Cash Buyer,Summit Capital,Robert Smith,Managing Director / Acquisitions,robert@summitcapital.com,+1 (241) 232-7515,"Austin, TX",Austin,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-169,Buyer,Institutional Real Estate Cash Buyer,Titan Capital,Emily Rodriguez,Managing Director / Acquisitions,emily@titancapital.com,+1 (855) 522-7924,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-170,Buyer,Institutional Real Estate Cash Buyer,Velocity Capital,Christopher Johnson,Managing Director / Acquisitions,christopher@velocitycapital.com,+1 (250) 547-4537,"Denver, CO",Denver,CO,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
