Prospect_ID,Prospect_Type,Category_Subtype,Entity_Name,Contact_Name,Phone,Email,Property_or_Facility_Address,City,State,Distress_Signal_or_Buying_Criteria,Antigravity_Priority_Score,Pipeline_Status
PROSPECT-112,Seller,Motivated Homeowner,Private Residential Owner,Joseph Hernandez,+1 (206) 555-2456,joseph.hernandez91@outlook.com,2904 Broadway,Seattle,WA,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $496,000)",95%,Found
PROSPECT-113,Seller,Motivated Homeowner,Private Residential Owner,Thomas Lopez,+1 (303) 555-2469,thomas.lopez98@outlook.com,2921 Sunset Blvd,Denver,CO,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $497,750)",94%,Found
PROSPECT-114,Seller,Motivated Homeowner,Private Residential Owner,Charles Gonzalez,+1 (615) 555-2482,charles.gonzalez6@outlook.com,2938 Highland Ave,Nashville,TN,"Tax Delinquent / Vacant Residential Property (Est. ARV: $499,500)",93%,Found
PROSPECT-115,Seller,Motivated Homeowner,Private Residential Owner,Christopher Wilson,+1 (212) 555-2495,christopher.wilson13@outlook.com,2955 River Rd,New York,NY,"Absentee Owner / High Equity Single-Family (Est. ARV: $501,250)",92%,Found
PROSPECT-116,Seller,Motivated Homeowner,Private Residential Owner,Daniel Anderson,+1 (214) 555-2508,daniel.anderson20@outlook.com,2972 Center St,Dallas,TX,"Probate / Inherited Property Requiring Rehab (Est. ARV: $503,000)",91%,Found
PROSPECT-117,Seller,Motivated Homeowner,Private Residential Owner,Matthew Thomas,+1 (214) 555-2521,matthew.thomas27@outlook.com,2989 Forest Dr,Austin,TX,"Code Violation Notice / Deferred Maintenance (Est. ARV: $504,750)",99%,Found
PROSPECT-118,Seller,Motivated Homeowner,Private Residential Owner,Anthony Taylor,+1 (214) 555-2534,anthony.taylor34@outlook.com,3006 Valley View St,Houston,TX,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $506,500)",98%,Found
PROSPECT-119,Seller,Motivated Homeowner,Private Residential Owner,Donald Moore,+1 (214) 555-2547,donald.moore41@outlook.com,3023 Chestnut St,San Antonio,TX,"Relocation / As-Is Fast Cash Seller (Est. ARV: $508,250)",97%,Found
PROSPECT-120,Seller,Motivated Homeowner,Private Residential Owner,Mark Jackson,+1 (602) 555-2560,mark.jackson48@outlook.com,3040 Walnut St,Phoenix,AZ,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $510,000)",96%,Found
PROSPECT-121,Seller,Motivated Homeowner,Private Residential Owner,Paul Martin,+1 (602) 555-2573,paul.martin55@outlook.com,3057 Main St,Scottsdale,AZ,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $511,750)",95%,Found
PROSPECT-122,Seller,Motivated Homeowner,Private Residential Owner,Steven Lee,+1 (602) 555-2586,steven.lee62@outlook.com,3074 Oak Ave,Mesa,AZ,"Tax Delinquent / Vacant Residential Property (Est. ARV: $513,500)",94%,Found
PROSPECT-123,Seller,Motivated Homeowner,Private Residential Owner,Andrew Perez,+1 (305) 555-2599,andrew.perez69@outlook.com,3091 Maple Dr,Miami,FL,"Absentee Owner / High Equity Single-Family (Est. ARV: $515,250)",93%,Found
PROSPECT-124,Seller,Motivated Homeowner,Private Residential Owner,Kenneth Thompson,+1 (305) 555-2612,kenneth.thompson76@outlook.com,3108 Park Ave,Tampa,FL,"Probate / Inherited Property Requiring Rehab (Est. ARV: $517,000)",92%,Found
PROSPECT-125,Seller,Motivated Homeowner,Private Residential Owner,Joshua White,+1 (305) 555-2625,joshua.white83@outlook.com,3125 Washington St,Orlando,FL,"Code Violation Notice / Deferred Maintenance (Est. ARV: $518,750)",91%,Found
PROSPECT-126,Seller,Motivated Homeowner,Private Residential Owner,Kevin Harris,+1 (305) 555-2638,kevin.harris90@outlook.com,3142 Cedar Ln,Jacksonville,FL,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $520,500)",99%,Found
PROSPECT-127,Seller,Motivated Homeowner,Private Residential Owner,Brian Sanchez,+1 (310) 555-2651,brian.sanchez97@outlook.com,3159 Pine St,Los Angeles,CA,"Relocation / As-Is Fast Cash Seller (Est. ARV: $522,250)",98%,Found
PROSPECT-128,Seller,Motivated Homeowner,Private Residential Owner,George Clark,+1 (310) 555-2664,george.clark5@outlook.com,3176 Elm St,San Diego,CA,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $524,000)",97%,Found
PROSPECT-129,Seller,Motivated Homeowner,Private Residential Owner,Edward Ramirez,+1 (310) 555-2677,edward.ramirez12@outlook.com,3193 View Rd,Sacramento,CA,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $525,750)",96%,Found
PROSPECT-130,Seller,Motivated Homeowner,Private Residential Owner,Ronald Lewis,+1 (404) 555-2690,ronald.lewis19@outlook.com,3210 Lake Dr,Atlanta,GA,"Tax Delinquent / Vacant Residential Property (Est. ARV: $527,500)",95%,Found
PROSPECT-131,Seller,Motivated Homeowner,Private Residential Owner,Timothy Robinson,+1 (404) 555-2703,timothy.robinson26@outlook.com,3227 Hillside Ave,Savannah,GA,"Absentee Owner / High Equity Single-Family (Est. ARV: $529,250)",94%,Found
PROSPECT-132,Seller,Motivated Homeowner,Private Residential Owner,Jason Walker,+1 (312) 555-2716,jason.walker33@outlook.com,3244 Broadway,Chicago,IL,"Probate / Inherited Property Requiring Rehab (Est. ARV: $531,000)",93%,Found
PROSPECT-133,Seller,Motivated Homeowner,Private Residential Owner,Jeffrey Young,+1 (702) 555-2729,jeffrey.young40@outlook.com,3261 Sunset Blvd,Las Vegas,NV,"Code Violation Notice / Deferred Maintenance (Est. ARV: $532,750)",92%,Found
PROSPECT-134,Seller,Motivated Homeowner,Private Residential Owner,Ryan Allen,+1 (704) 555-2742,ryan.allen47@outlook.com,3278 Highland Ave,Charlotte,NC,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $534,500)",91%,Found
PROSPECT-135,Seller,Motivated Homeowner,Private Residential Owner,Jacob King,+1 (206) 555-2755,jacob.king54@outlook.com,3295 River Rd,Seattle,WA,"Relocation / As-Is Fast Cash Seller (Est. ARV: $536,250)",99%,Found
PROSPECT-136,Seller,Motivated Homeowner,Private Residential Owner,Gary Wright,+1 (303) 555-2768,gary.wright61@outlook.com,3312 Center St,Denver,CO,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $538,000)",98%,Found
PROSPECT-137,Seller,Motivated Homeowner,Private Residential Owner,Nicholas Scott,+1 (615) 555-2781,nicholas.scott68@outlook.com,3329 Forest Dr,Nashville,TN,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $539,750)",97%,Found
PROSPECT-138,Seller,Motivated Homeowner,Private Residential Owner,Eric Torres,+1 (212) 555-2794,eric.torres75@outlook.com,3346 Valley View St,New York,NY,"Tax Delinquent / Vacant Residential Property (Est. ARV: $541,500)",96%,Found
PROSPECT-139,Seller,Motivated Homeowner,Private Residential Owner,Jonathan Nguyen,+1 (214) 555-2807,jonathan.nguyen82@outlook.com,3363 Chestnut St,Dallas,TX,"Absentee Owner / High Equity Single-Family (Est. ARV: $543,250)",95%,Found
PROSPECT-140,Seller,Motivated Homeowner,Private Residential Owner,Stephen Hill,+1 (214) 555-2820,stephen.hill89@outlook.com,3380 Walnut St,Austin,TX,"Probate / Inherited Property Requiring Rehab (Est. ARV: $545,000)",94%,Found
PROSPECT-141,Seller,Motivated Homeowner,Private Residential Owner,Larry Flores,+1 (214) 555-2833,larry.flores96@outlook.com,3397 Main St,Houston,TX,"Code Violation Notice / Deferred Maintenance (Est. ARV: $546,750)",93%,Found
PROSPECT-142,Seller,Motivated Homeowner,Private Residential Owner,Justin Green,+1 (214) 555-2846,justin.green4@outlook.com,3414 Oak Ave,San Antonio,TX,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $548,500)",92%,Found
PROSPECT-143,Seller,Motivated Homeowner,Private Residential Owner,Scott Adams,+1 (602) 555-2859,scott.adams11@outlook.com,3431 Maple Dr,Phoenix,AZ,"Relocation / As-Is Fast Cash Seller (Est. ARV: $550,250)",91%,Found
PROSPECT-144,Seller,Motivated Homeowner,Private Residential Owner,Brandon Nelson,+1 (602) 555-2872,brandon.nelson18@outlook.com,3448 Park Ave,Scottsdale,AZ,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $552,000)",99%,Found
PROSPECT-145,Seller,Motivated Homeowner,Private Residential Owner,Benjamin Baker,+1 (602) 555-2885,benjamin.baker25@outlook.com,3465 Washington St,Mesa,AZ,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $553,750)",98%,Found
PROSPECT-146,Seller,Motivated Homeowner,Private Residential Owner,Samuel Hall,+1 (305) 555-2898,samuel.hall32@outlook.com,3482 Cedar Ln,Miami,FL,"Tax Delinquent / Vacant Residential Property (Est. ARV: $555,500)",97%,Found
PROSPECT-147,Seller,Motivated Homeowner,Private Residential Owner,Gregory Rivera,+1 (305) 555-2911,gregory.rivera39@outlook.com,3499 Pine St,Tampa,FL,"Absentee Owner / High Equity Single-Family (Est. ARV: $557,250)",96%,Found
PROSPECT-148,Seller,Motivated Homeowner,Private Residential Owner,Frank Campbell,+1 (305) 555-2924,frank.campbell46@outlook.com,3516 Elm St,Orlando,FL,"Probate / Inherited Property Requiring Rehab (Est. ARV: $559,000)",95%,Found
PROSPECT-149,Seller,Motivated Homeowner,Private Residential Owner,Alexander Mitchell,+1 (305) 555-2937,alexander.mitchell53@outlook.com,3533 View Rd,Jacksonville,FL,"Code Violation Notice / Deferred Maintenance (Est. ARV: $560,750)",94%,Found
PROSPECT-150,Seller,Motivated Homeowner,Private Residential Owner,Raymond Carter,+1 (310) 555-2950,raymond.carter60@outlook.com,3550 Lake Dr,Los Angeles,CA,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $562,500)",93%,Found
PROSPECT-151,Seller,Motivated Homeowner,Private Residential Owner,Stephanie Taylor,+1 (310) 555-2963,stephanie.taylor67@outlook.com,3567 Hillside Ave,San Diego,CA,"Relocation / As-Is Fast Cash Seller (Est. ARV: $564,250)",92%,Found
PROSPECT-152,Seller,Motivated Homeowner,Private Residential Owner,Michael Johnson,+1 (310) 555-2976,michael.johnson74@outlook.com,3584 Broadway,Sacramento,CA,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $566,000)",91%,Found
PROSPECT-153,Seller,Motivated Homeowner,Private Residential Owner,David Smith,+1 (404) 555-2989,david.smith81@outlook.com,3601 Sunset Blvd,Atlanta,GA,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $567,750)",99%,Found
PROSPECT-154,Seller,Motivated Homeowner,Private Residential Owner,Jennifer Williams,+1 (404) 555-3002,jennifer.williams88@outlook.com,3618 Highland Ave,Savannah,GA,"Tax Delinquent / Vacant Residential Property (Est. ARV: $569,500)",98%,Found
PROSPECT-155,Seller,Motivated Homeowner,Private Residential Owner,Robert Brown,+1 (312) 555-3015,robert.brown95@outlook.com,3635 River Rd,Chicago,IL,"Absentee Owner / High Equity Single-Family (Est. ARV: $571,250)",97%,Found
PROSPECT-156,Seller,Motivated Homeowner,Private Residential Owner,James Jones,+1 (702) 555-3028,james.jones3@outlook.com,3652 Center St,Las Vegas,NV,"Probate / Inherited Property Requiring Rehab (Est. ARV: $573,000)",96%,Found
PROSPECT-157,Seller,Motivated Homeowner,Private Residential Owner,Patricia Garcia,+1 (704) 555-3041,patricia.garcia10@outlook.com,3669 Forest Dr,Charlotte,NC,"Code Violation Notice / Deferred Maintenance (Est. ARV: $574,750)",95%,Found
PROSPECT-158,Seller,Motivated Homeowner,Private Residential Owner,Linda Miller,+1 (206) 555-3054,linda.miller17@outlook.com,3686 Valley View St,Seattle,WA,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $576,500)",94%,Found
PROSPECT-159,Seller,Motivated Homeowner,Private Residential Owner,Elizabeth Davis,+1 (303) 555-3067,elizabeth.davis24@outlook.com,3703 Chestnut St,Denver,CO,"Relocation / As-Is Fast Cash Seller (Est. ARV: $578,250)",93%,Found
PROSPECT-160,Seller,Motivated Homeowner,Private Residential Owner,William Rodriguez,+1 (615) 555-3080,william.rodriguez31@outlook.com,3720 Walnut St,Nashville,TN,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $580,000)",92%,Found
PROSPECT-161,Seller,Motivated Homeowner,Private Residential Owner,Richard Martinez,+1 (212) 555-3093,richard.martinez38@outlook.com,3737 Main St,New York,NY,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $581,750)",91%,Found
PROSPECT-162,Seller,Motivated Homeowner,Private Residential Owner,Joseph Hernandez,+1 (214) 555-3106,joseph.hernandez45@outlook.com,3754 Oak Ave,Dallas,TX,"Tax Delinquent / Vacant Residential Property (Est. ARV: $583,500)",99%,Found
PROSPECT-163,Seller,Motivated Homeowner,Private Residential Owner,Thomas Lopez,+1 (214) 555-3119,thomas.lopez52@outlook.com,3771 Maple Dr,Austin,TX,"Absentee Owner / High Equity Single-Family (Est. ARV: $585,250)",98%,Found
PROSPECT-164,Seller,Motivated Homeowner,Private Residential Owner,Charles Gonzalez,+1 (214) 555-3132,charles.gonzalez59@outlook.com,3788 Park Ave,Houston,TX,"Probate / Inherited Property Requiring Rehab (Est. ARV: $587,000)",97%,Found
PROSPECT-165,Seller,Motivated Homeowner,Private Residential Owner,Christopher Wilson,+1 (214) 555-3145,christopher.wilson66@outlook.com,3805 Washington St,San Antonio,TX,"Code Violation Notice / Deferred Maintenance (Est. ARV: $588,750)",96%,Found
PROSPECT-166,Seller,Motivated Homeowner,Private Residential Owner,Daniel Anderson,+1 (602) 555-3158,daniel.anderson73@outlook.com,3822 Cedar Ln,Phoenix,AZ,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $590,500)",95%,Found
PROSPECT-167,Seller,Motivated Homeowner,Private Residential Owner,Matthew Thomas,+1 (602) 555-3171,matthew.thomas80@outlook.com,3839 Pine St,Scottsdale,AZ,"Relocation / As-Is Fast Cash Seller (Est. ARV: $592,250)",94%,Found
PROSPECT-168,Seller,Motivated Homeowner,Private Residential Owner,Anthony Taylor,+1 (602) 555-3184,anthony.taylor87@outlook.com,3856 Elm St,Mesa,AZ,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $594,000)",93%,Found
PROSPECT-169,Seller,Motivated Homeowner,Private Residential Owner,Donald Moore,+1 (305) 555-3197,donald.moore94@outlook.com,3873 View Rd,Miami,FL,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $595,750)",92%,Found
PROSPECT-170,Seller,Motivated Homeowner,Private Residential Owner,Mark Jackson,+1 (305) 555-3210,mark.jackson2@outlook.com,3890 Lake Dr,Tampa,FL,"Tax Delinquent / Vacant Residential Property (Est. ARV: $597,500)",91%,Found
PROSPECT-171,Seller,Motivated Homeowner,Private Residential Owner,Paul Martin,+1 (305) 555-3223,paul.martin9@outlook.com,3907 Hillside Ave,Orlando,FL,"Absentee Owner / High Equity Single-Family (Est. ARV: $599,250)",99%,Found
PROSPECT-172,Seller,Motivated Homeowner,Private Residential Owner,Steven Lee,+1 (305) 555-3236,steven.lee16@outlook.com,3924 Broadway,Jacksonville,FL,"Probate / Inherited Property Requiring Rehab (Est. ARV: $601,000)",98%,Found
PROSPECT-173,Seller,Motivated Homeowner,Private Residential Owner,Andrew Perez,+1 (310) 555-3249,andrew.perez23@outlook.com,3941 Sunset Blvd,Los Angeles,CA,"Code Violation Notice / Deferred Maintenance (Est. ARV: $602,750)",97%,Found
PROSPECT-174,Seller,Motivated Homeowner,Private Residential Owner,Kenneth Thompson,+1 (310) 555-3262,kenneth.thompson30@outlook.com,3958 Highland Ave,San Diego,CA,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $604,500)",96%,Found
PROSPECT-175,Seller,Motivated Homeowner,Private Residential Owner,Joshua White,+1 (310) 555-3275,joshua.white37@outlook.com,3975 River Rd,Sacramento,CA,"Relocation / As-Is Fast Cash Seller (Est. ARV: $606,250)",95%,Found
PROSPECT-176,Seller,Motivated Homeowner,Private Residential Owner,Kevin Harris,+1 (404) 555-3288,kevin.harris44@outlook.com,3992 Center St,Atlanta,GA,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $608,000)",94%,Found
PROSPECT-177,Seller,Motivated Homeowner,Private Residential Owner,Brian Sanchez,+1 (404) 555-3301,brian.sanchez51@outlook.com,4009 Forest Dr,Savannah,GA,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $609,750)",93%,Found
PROSPECT-178,Seller,Motivated Homeowner,Private Residential Owner,George Clark,+1 (312) 555-3314,george.clark58@outlook.com,4026 Valley View St,Chicago,IL,"Tax Delinquent / Vacant Residential Property (Est. ARV: $611,500)",92%,Found
PROSPECT-179,Seller,Motivated Homeowner,Private Residential Owner,Edward Ramirez,+1 (702) 555-3327,edward.ramirez65@outlook.com,4043 Chestnut St,Las Vegas,NV,"Absentee Owner / High Equity Single-Family (Est. ARV: $613,250)",91%,Found
PROSPECT-180,Seller,Motivated Homeowner,Private Residential Owner,Ronald Lewis,+1 (704) 555-3340,ronald.lewis72@outlook.com,4060 Walnut St,Charlotte,NC,"Probate / Inherited Property Requiring Rehab (Est. ARV: $615,000)",99%,Found
PROSPECT-181,Seller,Motivated Homeowner,Private Residential Owner,Timothy Robinson,+1 (206) 555-3353,timothy.robinson79@outlook.com,4077 Main St,Seattle,WA,"Code Violation Notice / Deferred Maintenance (Est. ARV: $616,750)",98%,Found
PROSPECT-182,Seller,Motivated Homeowner,Private Residential Owner,Jason Walker,+1 (303) 555-3366,jason.walker86@outlook.com,4094 Oak Ave,Denver,CO,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $618,500)",97%,Found
PROSPECT-183,Seller,Motivated Homeowner,Private Residential Owner,Jeffrey Young,+1 (615) 555-3379,jeffrey.young93@outlook.com,4111 Maple Dr,Nashville,TN,"Relocation / As-Is Fast Cash Seller (Est. ARV: $620,250)",96%,Found
PROSPECT-184,Seller,Motivated Homeowner,Private Residential Owner,Ryan Allen,+1 (212) 555-3392,ryan.allen1@outlook.com,4128 Park Ave,New York,NY,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $622,000)",95%,Found
PROSPECT-185,Seller,Motivated Homeowner,Private Residential Owner,Jacob King,+1 (214) 555-3405,jacob.king8@outlook.com,4145 Washington St,Dallas,TX,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $623,750)",94%,Found
PROSPECT-186,Seller,Motivated Homeowner,Private Residential Owner,Gary Wright,+1 (214) 555-3418,gary.wright15@outlook.com,4162 Cedar Ln,Austin,TX,"Tax Delinquent / Vacant Residential Property (Est. ARV: $625,500)",93%,Found
PROSPECT-187,Seller,Motivated Homeowner,Private Residential Owner,Nicholas Scott,+1 (214) 555-3431,nicholas.scott22@outlook.com,4179 Pine St,Houston,TX,"Absentee Owner / High Equity Single-Family (Est. ARV: $627,250)",92%,Found
PROSPECT-188,Seller,Motivated Homeowner,Private Residential Owner,Eric Torres,+1 (214) 555-3444,eric.torres29@outlook.com,4196 Elm St,San Antonio,TX,"Probate / Inherited Property Requiring Rehab (Est. ARV: $629,000)",91%,Found
PROSPECT-189,Seller,Motivated Homeowner,Private Residential Owner,Jonathan Nguyen,+1 (602) 555-3457,jonathan.nguyen36@outlook.com,4213 View Rd,Phoenix,AZ,"Code Violation Notice / Deferred Maintenance (Est. ARV: $630,750)",99%,Found
PROSPECT-190,Seller,Motivated Homeowner,Private Residential Owner,Stephen Hill,+1 (602) 555-3470,stephen.hill43@outlook.com,4230 Lake Dr,Scottsdale,AZ,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $632,500)",98%,Found
PROSPECT-191,Seller,Motivated Homeowner,Private Residential Owner,Larry Flores,+1 (602) 555-3483,larry.flores50@outlook.com,4247 Hillside Ave,Mesa,AZ,"Relocation / As-Is Fast Cash Seller (Est. ARV: $634,250)",97%,Found
PROSPECT-192,Seller,Motivated Homeowner,Private Residential Owner,Justin Green,+1 (305) 555-3496,justin.green57@outlook.com,4264 Broadway,Miami,FL,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $636,000)",96%,Found
PROSPECT-193,Seller,Motivated Homeowner,Private Residential Owner,Scott Adams,+1 (305) 555-3509,scott.adams64@outlook.com,4281 Sunset Blvd,Tampa,FL,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $637,750)",95%,Found
PROSPECT-194,Seller,Motivated Homeowner,Private Residential Owner,Brandon Nelson,+1 (305) 555-3522,brandon.nelson71@outlook.com,4298 Highland Ave,Orlando,FL,"Tax Delinquent / Vacant Residential Property (Est. ARV: $639,500)",94%,Found
PROSPECT-195,Seller,Motivated Homeowner,Private Residential Owner,Benjamin Baker,+1 (305) 555-3535,benjamin.baker78@outlook.com,4315 River Rd,Jacksonville,FL,"Absentee Owner / High Equity Single-Family (Est. ARV: $641,250)",93%,Found
PROSPECT-196,Seller,Motivated Homeowner,Private Residential Owner,Samuel Hall,+1 (310) 555-3548,samuel.hall85@outlook.com,4332 Center St,Los Angeles,CA,"Probate / Inherited Property Requiring Rehab (Est. ARV: $643,000)",92%,Found
PROSPECT-197,Seller,Motivated Homeowner,Private Residential Owner,Gregory Rivera,+1 (310) 555-3561,gregory.rivera92@outlook.com,4349 Forest Dr,San Diego,CA,"Code Violation Notice / Deferred Maintenance (Est. ARV: $644,750)",91%,Found
PROSPECT-198,Seller,Motivated Homeowner,Private Residential Owner,Frank Campbell,+1 (310) 555-3574,frank.campbell0@outlook.com,4366 Valley View St,Sacramento,CA,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $646,500)",99%,Found
PROSPECT-199,Seller,Motivated Homeowner,Private Residential Owner,Alexander Mitchell,+1 (404) 555-3587,alexander.mitchell7@outlook.com,4383 Chestnut St,Atlanta,GA,"Relocation / As-Is Fast Cash Seller (Est. ARV: $648,250)",98%,Found
PROSPECT-200,Seller,Motivated Homeowner,Private Residential Owner,Raymond Carter,+1 (404) 555-3600,raymond.carter14@outlook.com,4400 Walnut St,Savannah,GA,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $650,000)",97%,Found
PROSPECT-201,Seller,Motivated Homeowner,Private Residential Owner,Stephanie Taylor,+1 (312) 555-3613,stephanie.taylor21@outlook.com,4417 Main St,Chicago,IL,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $651,750)",96%,Found
PROSPECT-202,Seller,Motivated Homeowner,Private Residential Owner,Michael Johnson,+1 (702) 555-3626,michael.johnson28@outlook.com,4434 Oak Ave,Las Vegas,NV,"Tax Delinquent / Vacant Residential Property (Est. ARV: $653,500)",95%,Found
PROSPECT-203,Seller,Motivated Homeowner,Private Residential Owner,David Smith,+1 (704) 555-3639,david.smith35@outlook.com,4451 Maple Dr,Charlotte,NC,"Absentee Owner / High Equity Single-Family (Est. ARV: $655,250)",94%,Found
PROSPECT-204,Seller,Motivated Homeowner,Private Residential Owner,Jennifer Williams,+1 (206) 555-3652,jennifer.williams42@outlook.com,4468 Park Ave,Seattle,WA,"Probate / Inherited Property Requiring Rehab (Est. ARV: $657,000)",93%,Found
PROSPECT-205,Seller,Motivated Homeowner,Private Residential Owner,Robert Brown,+1 (303) 555-3665,robert.brown49@outlook.com,4485 Washington St,Denver,CO,"Code Violation Notice / Deferred Maintenance (Est. ARV: $658,750)",92%,Found
PROSPECT-206,Seller,Motivated Homeowner,Private Residential Owner,James Jones,+1 (615) 555-3678,james.jones56@outlook.com,4502 Cedar Ln,Nashville,TN,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $660,500)",91%,Found
PROSPECT-207,Seller,Motivated Homeowner,Private Residential Owner,Patricia Garcia,+1 (212) 555-3691,patricia.garcia63@outlook.com,4519 Pine St,New York,NY,"Relocation / As-Is Fast Cash Seller (Est. ARV: $662,250)",99%,Found
PROSPECT-208,Seller,Motivated Homeowner,Private Residential Owner,Linda Miller,+1 (214) 555-3704,linda.miller70@outlook.com,4536 Elm St,Dallas,TX,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $664,000)",98%,Found
PROSPECT-209,Seller,Motivated Homeowner,Private Residential Owner,Elizabeth Davis,+1 (214) 555-3717,elizabeth.davis77@outlook.com,4553 View Rd,Austin,TX,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $665,750)",97%,Found
PROSPECT-210,Seller,Motivated Homeowner,Private Residential Owner,William Rodriguez,+1 (214) 555-3730,william.rodriguez84@outlook.com,4570 Lake Dr,Houston,TX,"Tax Delinquent / Vacant Residential Property (Est. ARV: $667,500)",96%,Found
PROSPECT-211,Seller,Motivated Homeowner,Private Residential Owner,Richard Martinez,+1 (214) 555-3743,richard.martinez91@outlook.com,4587 Hillside Ave,San Antonio,TX,"Absentee Owner / High Equity Single-Family (Est. ARV: $669,250)",95%,Found
PROSPECT-212,Seller,Motivated Homeowner,Private Residential Owner,Joseph Hernandez,+1 (602) 555-3756,joseph.hernandez98@outlook.com,4604 Broadway,Phoenix,AZ,"Probate / Inherited Property Requiring Rehab (Est. ARV: $671,000)",94%,Found
PROSPECT-213,Seller,Motivated Homeowner,Private Residential Owner,Thomas Lopez,+1 (602) 555-3769,thomas.lopez6@outlook.com,4621 Sunset Blvd,Scottsdale,AZ,"Code Violation Notice / Deferred Maintenance (Est. ARV: $672,750)",93%,Found
PROSPECT-214,Seller,Motivated Homeowner,Private Residential Owner,Charles Gonzalez,+1 (602) 555-3782,charles.gonzalez13@outlook.com,4638 Highland Ave,Mesa,AZ,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $674,500)",92%,Found
PROSPECT-215,Seller,Motivated Homeowner,Private Residential Owner,Christopher Wilson,+1 (305) 555-3795,christopher.wilson20@outlook.com,4655 River Rd,Miami,FL,"Relocation / As-Is Fast Cash Seller (Est. ARV: $676,250)",91%,Found
PROSPECT-216,Seller,Motivated Homeowner,Private Residential Owner,Daniel Anderson,+1 (305) 555-3808,daniel.anderson27@outlook.com,4672 Center St,Tampa,FL,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $678,000)",99%,Found
PROSPECT-217,Seller,Motivated Homeowner,Private Residential Owner,Matthew Thomas,+1 (305) 555-3821,matthew.thomas34@outlook.com,4689 Forest Dr,Orlando,FL,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $679,750)",98%,Found
PROSPECT-218,Seller,Motivated Homeowner,Private Residential Owner,Anthony Taylor,+1 (305) 555-3834,anthony.taylor41@outlook.com,4706 Valley View St,Jacksonville,FL,"Tax Delinquent / Vacant Residential Property (Est. ARV: $681,500)",97%,Found
PROSPECT-219,Seller,Motivated Homeowner,Private Residential Owner,Donald Moore,+1 (310) 555-3847,donald.moore48@outlook.com,4723 Chestnut St,Los Angeles,CA,"Absentee Owner / High Equity Single-Family (Est. ARV: $683,250)",96%,Found
PROSPECT-220,Seller,Motivated Homeowner,Private Residential Owner,Mark Jackson,+1 (310) 555-3860,mark.jackson55@outlook.com,4740 Walnut St,San Diego,CA,"Probate / Inherited Property Requiring Rehab (Est. ARV: $685,000)",95%,Found
PROSPECT-221,Seller,Motivated Homeowner,Private Residential Owner,Paul Martin,+1 (310) 555-3873,paul.martin62@outlook.com,4757 Main St,Sacramento,CA,"Code Violation Notice / Deferred Maintenance (Est. ARV: $686,750)",94%,Found
PROSPECT-222,Seller,Motivated Homeowner,Private Residential Owner,Steven Lee,+1 (404) 555-3886,steven.lee69@outlook.com,4774 Oak Ave,Atlanta,GA,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $688,500)",93%,Found
PROSPECT-223,Seller,Motivated Homeowner,Private Residential Owner,Andrew Perez,+1 (404) 555-3899,andrew.perez76@outlook.com,4791 Maple Dr,Savannah,GA,"Relocation / As-Is Fast Cash Seller (Est. ARV: $690,250)",92%,Found
