lead_id,first_name,last_name,phone,email,company,address,city,state,zip,lead_type,distress_signal,motivation_profile,asking_price,est_equity,score,grade,source,status
TX-S-0072,Ryan,Evans,+19724077959,ryan31@gmail.com,,658 Sunset Ln,Plano,TX,75031,Seller,Tax Delinquent,Out-of-State Absentee Landlord,718404,136810,76,B,Texas Lead Gen,NEW
TX-S-0162,George,Clark,+14693248071,gclark@aol.com,,177 Pine Ave,Dallas,TX,75218,Seller,High Equity,Behind on Mortgage Payments,938926,209461,76,B,Texas Lead Gen,NEW
TX-S-0177,Christopher,Martinez,+12819286007,christopher74@hotmail.com,,4112 Lake Dr,Houston,TX,77034,Seller,Fire Damage,Divorce Settlement Required,916748,316303,76,B,Texas Lead Gen,NEW
TX-S-0178,Pamela,James,+19722086526,pamela.james@gmail.com,,7169 Valley Ct,McKinney,TX,75071,Seller,Absentee Owner,Vacant Property - High Equity,900854,374740,76,B,Texas Lead Gen,NEW
TX-B-0030,Timothy,Johnson,+18069743501,timothy.johnson@outlook.com,,,Amarillo,TX,,Buyer,,Buy and Hold,0,0,76,B,Texas Lead Gen,NEW
TX-B-0053,Patricia,Harris,+19725694085,patricia.harris@yahoo.com,Eric Wholesalers,,Frisco,TX,,Buyer,,REIT,0,0,76,B,Texas Lead Gen,NEW
TX-S-0085,Donald,Hill,+12542531645,donald.hill@hotmail.com,,6826 Oak Ln,Waco,TX,76774,Seller,Tax Delinquent,Behind on Mortgage Payments,856188,275998,75,B,Texas Lead Gen,NEW
TX-S-0095,George,Sanders,+16823139782,george37@outlook.com,,9155 Commerce Rd,Fort Worth,TX,76122,Seller,Code Violation,Financial Hardship - Needs Cash,311783,119977,75,B,Texas Lead Gen,NEW
TX-S-0164,Sandra,Ortiz,+12144975389,sandra32@aol.com,,3183 Peak Way,Frisco,TX,75033,Seller,Fire Damage,Distressed Property - Code Violations,936332,394019,75,B,Texas Lead Gen,NEW
TX-S-0176,Rebecca,Edwards,+12144763616,rebecca87@hotmail.com,,8804 Sunset Pl,Dallas,TX,75204,Seller,Probate,Job Relocation - Must Sell Fast,492602,85932,75,B,Texas Lead Gen,NEW
TX-S-0185,Maria,Ward,+12149969493,mward@yahoo.com,,9018 Lincoln Blvd,Dallas,TX,75207,Seller,Eviction,Behind on Mortgage Payments,210497,94310,75,B,Texas Lead Gen,NEW
TX-B-0007,Catherine,Morgan,+13613277654,catherine.morgan@outlook.com,Margaret Properties,,Corpus Christi,TX,,Buyer,,Fix & Flip,0,0,75,B,Texas Lead Gen,NEW
TX-B-0038,Benjamin,Edwards,+12145051921,benjamin.edwards@outlook.com,Benjamin Wholesalers,,Plano,TX,,Buyer,,Investor,0,0,75,B,Texas Lead Gen,NEW
TX-S-0009,Nancy,Nguyen,+17377378865,nancy.nguyen@outlook.com,,1239 Creek Blvd,Austin,TX,78718,Seller,High Equity,Tired Landlord - Ready to Exit,246886,191587,74,B,Texas Lead Gen,NEW
TX-S-0066,James,Davis,+17134354332,james.davis@outlook.com,,5131 Ridge Ln,Houston,TX,77055,Seller,Lien,Tired Landlord - Ready to Exit,190748,164024,74,B,Texas Lead Gen,NEW
TX-S-0067,Brian,King,+14696724119,bking@hotmail.com,,4397 Chestnut St,McKinney,TX,75072,Seller,Bankruptcy,Divorce Settlement Required,682334,221848,74,B,Texas Lead Gen,NEW
TX-S-0108,Zachary,Garcia,+12815656864,zgarcia@aol.com,,6248 Maple Rd,Houston,TX,77002,Seller,Vacant Property,Distressed Property - Code Violations,696743,354243,74,B,Texas Lead Gen,NEW
TX-S-0170,Rebecca,Howard,+15125969413,rebecca48@gmail.com,,5872 Hill Dr,Austin,TX,78780,Seller,Bankruptcy,Tired Landlord - Ready to Exit,340156,105315,74,B,Texas Lead Gen,NEW
TX-S-0171,Stephen,Wright,+18067028184,stephen.wright@hotmail.com,,1015 Jackson Blvd,Lubbock,TX,79421,Seller,High Equity,Inherited Family Estate (Probate),671423,331947,74,B,Texas Lead Gen,NEW
TX-B-0011,Barbara,Gomez,+12142937675,barbara.gomez@yahoo.com,Kenneth Capital,,Garland,TX,,Buyer,,REIT,0,0,74,B,Texas Lead Gen,NEW
TX-B-0044,Zachary,White,+18329858007,zachary.white@gmail.com,,,Houston,TX,,Buyer,,REIT,0,0,74,B,Texas Lead Gen,NEW
TX-B-0098,Ryan,Stewart,+12545499806,ryan.stewart@gmail.com,,,Waco,TX,,Buyer,,Investor,0,0,74,B,Texas Lead Gen,NEW
TX-S-0001,Stephen,Turner,+17132097120,sturner@hotmail.com,,1414 Enterprise Rd,Houston,TX,77063,Seller,Tax Delinquent,Avoiding Foreclosure Auction,310928,390577,73,B,Texas Lead Gen,NEW
TX-S-0019,Timothy,Ramirez,+14097048163,tramirez@hotmail.com,,5262 Commerce Ct,Beaumont,TX,77736,Seller,Fire Damage,Inherited Property - Not Interested,811877,84395,73,B,Texas Lead Gen,NEW
TX-S-0069,Kimberly,Martin,+19728423435,kimberly37@gmail.com,,2630 Maple Blvd,Dallas,TX,75211,Seller,Probate,Divorce Settlement Required,805266,134642,73,B,Texas Lead Gen,NEW
TX-S-0155,Michael,Ramirez,+16822995955,michael59@hotmail.com,,803 Birch Dr,Fort Worth,TX,76163,Seller,Utility Shutoff,Absentee Owner - Lives Out of State,409713,114082,73,B,Texas Lead Gen,NEW
TX-S-0174,Laura,Reed,+14692415160,laura15@yahoo.com,,2328 Maple Ln,Plano,TX,75026,Seller,Utility Shutoff,Inherited Family Estate (Probate),400670,284572,73,B,Texas Lead Gen,NEW
TX-S-0186,Robert,Hernandez,+19036839307,rhernandez@outlook.com,,3382 Canyon Ln,Tyler,TX,75709,Seller,Tax Delinquent,Inherited Property - Not Interested,298187,121268,73,B,Texas Lead Gen,NEW
TX-B-0023,Linda,Ruiz,+18173794477,linda.ruiz@yahoo.com,Pamela Properties,,Arlington,TX,,Buyer,,Property Manager,0,0,73,B,Texas Lead Gen,NEW
TX-S-0040,Amanda,Adams,+12143713927,amanda.adams@yahoo.com,,3577 Summit Ln,Irving,TX,75044,Seller,Eviction,Out-of-State Absentee Landlord,568146,128345,72,B,Texas Lead Gen,NEW
TX-S-0127,John,Evans,+18322184594,jevans@aol.com,,5102 Garden Ln,Houston,TX,77042,Seller,Bankruptcy,Divorce Settlement Required,240310,346626,72,B,Texas Lead Gen,NEW
TX-S-0175,Patricia,Watson,+16829619644,pwatson@aol.com,,5018 Washington Ct,Fort Worth,TX,76164,Seller,Code Violation,Property in Probate - Estate Settlement,470531,307136,72,B,Texas Lead Gen,NEW
TX-B-0046,Henry,Hall,+13618104666,henry.hall@outlook.com,Maria Ventures,,Corpus Christi,TX,,Buyer,,Property Manager,0,0,72,B,Texas Lead Gen,NEW
TX-B-0048,Christine,Rivera,+13619164214,christine.rivera@outlook.com,Karen Holdings,,Corpus Christi,TX,,Buyer,,Property Manager,0,0,72,B,Texas Lead Gen,NEW
TX-B-0070,Jose,Ramirez,+14327886349,jose.ramirez@yahoo.com,,,Midland,TX,,Buyer,,Property Manager,0,0,72,B,Texas Lead Gen,NEW
TX-S-0048,Daniel,Green,+14099337043,dgreen@outlook.com,,9880 River Ln,Beaumont,TX,77775,Seller,Vacant Property,Vacant Property - High Equity,869606,399230,71,B,Texas Lead Gen,NEW
TX-S-0052,Amanda,Hill,+18063162706,amanda.hill@aol.com,,3358 Jackson Blvd,Amarillo,TX,79107,Seller,Absentee Owner,Inherited Property - Not Interested,876674,162085,71,B,Texas Lead Gen,NEW
TX-S-0092,John,Sanchez,+12108036721,jsanchez@yahoo.com,,4041 Innovation Dr,San Antonio,TX,78253,Seller,Lien,Divorce Settlement Required,750033,178319,71,B,Texas Lead Gen,NEW
TX-S-0103,Helen,Carter,+12147124123,hcarter@hotmail.com,,4208 Chestnut Ln,McKinney,TX,75069,Seller,Fire Damage,Financial Hardship - Needs Cash,861223,303993,71,B,Texas Lead Gen,NEW
TX-S-0106,Larry,Harris,+14094143090,larry.harris@hotmail.com,,6385 Monroe Ct,Beaumont,TX,77722,Seller,Eviction,Avoiding Foreclosure Auction,756428,226029,71,B,Texas Lead Gen,NEW
TX-B-0045,Deborah,Johnson,+12149768877,deborah.johnson@outlook.com,Nancy Properties,,Irving,TX,,Buyer,,Wholesaler,0,0,71,B,Texas Lead Gen,NEW
TX-B-0093,Stephanie,Mitchell,+14698857498,stephanie.mitchell@gmail.com,,,McKinney,TX,,Buyer,,Cash Buyer,0,0,71,B,Texas Lead Gen,NEW
TX-S-0008,Heather,Cox,+14093989520,hcox@yahoo.com,,7826 Forest St,Beaumont,TX,77759,Seller,Pre-Foreclosure,Divorce Settlement Required,200799,188831,70,B,Texas Lead Gen,NEW
TX-S-0023,Jason,Rogers,+19158215116,jrogers@outlook.com,,2424 Creek Ave,El Paso,TX,79945,Seller,Utility Shutoff,Tax Lien & Pre-Foreclosure Opportunity,392068,352472,70,B,Texas Lead Gen,NEW
TX-S-0037,Peter,King,+19035204319,peter38@gmail.com,,1514 Meadow St,Tyler,TX,75754,Seller,Fire Damage,Absentee Owner - Lives Out of State,479691,158168,70,B,Texas Lead Gen,NEW
TX-S-0076,Sandra,Wilson,+18066527710,sandra38@hotmail.com,,3546 Valley Dr,Amarillo,TX,79151,Seller,Judgment,Financial Hardship - Needs Cash,384994,142695,70,B,Texas Lead Gen,NEW
TX-S-0128,Kevin,Morgan,+14692967196,kevin42@outlook.com,,1601 Sunrise Dr,Frisco,TX,75034,Seller,Absentee Owner,Property Needs Major Repairs,358131,320818,70,B,Texas Lead Gen,NEW
TX-B-0017,Amy,Parker,+12108546725,amy.parker@gmail.com,,,San Antonio,TX,,Buyer,,REIT,0,0,70,B,Texas Lead Gen,NEW
TX-B-0026,Tyler,Mendoza,+14323409912,tyler.mendoza@yahoo.com,,,Midland,TX,,Buyer,,Buy and Hold,0,0,70,B,Texas Lead Gen,NEW
TX-B-0028,Catherine,White,+14322877683,catherine.white@outlook.com,Eric Investments,,Midland,TX,,Buyer,,Fix & Flip,0,0,70,B,Texas Lead Gen,NEW
TX-B-0077,George,Castillo,+12147875749,george.castillo@gmail.com,Rebecca Developments,,McKinney,TX,,Buyer,,Buy and Hold,0,0,70,B,Texas Lead Gen,NEW
TX-B-0082,Harold,Johnson,+14329716696,harold.johnson@yahoo.com,Nicole Acquisitions,,Midland,TX,,Buyer,,Developer,0,0,70,B,Texas Lead Gen,NEW
TX-S-0005,Catherine,Lee,+12542896583,clee@yahoo.com,,4636 Lake Pkwy,Waco,TX,76759,Seller,Probate,Tax Lien & Pre-Foreclosure Opportunity,239731,257101,69,C,Texas Lead Gen,NEW
TX-S-0021,Kathleen,Allen,+14092994698,kathleen.allen@gmail.com,,2817 Lake Way,Beaumont,TX,77790,Seller,Judgment,Inherited Family Estate (Probate),816158,252700,69,C,Texas Lead Gen,NEW
TX-S-0024,Benjamin,Lopez,+16827412034,benjamin.lopez@gmail.com,,3109 Spring Way,Arlington,TX,76047,Seller,Pre-Foreclosure,Behind on Mortgage Payments,915653,85784,69,C,Texas Lead Gen,NEW
TX-S-0125,Susan,Jones,+18063636819,sjones@outlook.com,,4053 Enterprise Way,Lubbock,TX,79430,Seller,Lien,Distressed Property - Code Violations,754064,158457,69,C,Texas Lead Gen,NEW
TX-S-0168,Brandon,King,+14694295214,brandon.king@outlook.com,,6755 Elm Dr,Irving,TX,75051,Seller,Eviction,Out-of-State Absentee Landlord,321870,104932,69,C,Texas Lead Gen,NEW
TX-B-0004,Matthew,Torres,+19032771962,matthew.torres@gmail.com,Jacob Equity,,Tyler,TX,,Buyer,,Wholesaler,0,0,69,C,Texas Lead Gen,NEW
TX-B-0072,Helen,Phillips,+14099371816,helen.phillips@outlook.com,Lisa Partners,,Beaumont,TX,,Buyer,,Wholesaler,0,0,69,C,Texas Lead Gen,NEW
TX-B-0081,Betty,Jones,+19727506026,betty.jones@gmail.com,,,Irving,TX,,Buyer,,REIT,0,0,69,C,Texas Lead Gen,NEW
TX-B-0090,Henry,Martin,+14329931813,henry.martin@yahoo.com,,,Odessa,TX,,Buyer,,Buy and Hold,0,0,69,C,Texas Lead Gen,NEW
TX-S-0053,Alexander,Ramirez,+17132969932,alexander.ramirez@yahoo.com,,4478 Highland Ct,Houston,TX,77042,Seller,Eviction,Avoiding Foreclosure Auction,583250,352400,68,C,Texas Lead Gen,NEW
TX-S-0102,Karen,Gomez,+18063546149,kgomez@gmail.com,,1209 Technology Pkwy,Lubbock,TX,79478,Seller,Pre-Foreclosure,Job Relocation - Must Sell Fast,562105,376124,68,C,Texas Lead Gen,NEW
TX-S-0105,Thomas,Smith,+16829956379,thomas67@gmail.com,,1274 Valley Dr,Fort Worth,TX,76185,Seller,Bankruptcy,Tired Landlord - Ready to Exit,444710,359816,68,C,Texas Lead Gen,NEW
TX-S-0148,Patrick,Green,+12146657500,patrick.green@hotmail.com,,1567 Park Rd,Dallas,TX,75297,Seller,Code Violation,Inherited Family Estate (Probate),478377,103848,68,C,Texas Lead Gen,NEW
TX-S-0151,Kevin,Scott,+14697423372,kevin45@outlook.com,,6530 Maple Ct,Frisco,TX,75034,Seller,Pre-Foreclosure,Vacant Property - High Equity,909979,317280,68,C,Texas Lead Gen,NEW
TX-S-0195,Helen,Kim,+14327126386,helen.kim@outlook.com,,3052 Meadow Ct,Midland,TX,79793,Seller,Pre-Foreclosure,Financial Hardship - Needs Cash,151510,347730,68,C,Texas Lead Gen,NEW
TX-B-0091,Linda,Turner,+18325269926,linda.turner@yahoo.com,Stephen Wholesalers,,Houston,TX,,Buyer,,Fix & Flip,0,0,68,C,Texas Lead Gen,NEW
TX-S-0018,James,Kim,+18062341165,jkim@aol.com,,9879 Enterprise Blvd,Amarillo,TX,79151,Seller,Judgment,Avoiding Foreclosure Auction,507421,175567,67,C,Texas Lead Gen,NEW
TX-S-0097,Michelle,Thomas,+17139462258,michelle60@hotmail.com,,5034 Enterprise Way,Houston,TX,77065,Seller,High Equity,Property Needs Major Repairs,919131,280015,67,C,Texas Lead Gen,NEW
TX-S-0132,Angela,Cruz,+16823183844,acruz@yahoo.com,,8868 Lincoln Ave,Fort Worth,TX,76166,Seller,Judgment,Behind on Mortgage Payments,826698,246618,67,C,Texas Lead Gen,NEW
TX-S-0179,Eric,Martin,+14099142962,eric28@aol.com,,2048 Business Dr,Beaumont,TX,77790,Seller,Condemned,Inherited Property - Not Interested,593609,386606,67,C,Texas Lead Gen,NEW
TX-B-0092,Patricia,Hill,+12149343244,patricia.hill@outlook.com,Michael Wholesalers,,Dallas,TX,,Buyer,,REIT,0,0,67,C,Texas Lead Gen,NEW
TX-S-0031,Margaret,Hill,+16822111882,mhill@aol.com,,6366 Oak Dr,Arlington,TX,76054,Seller,Absentee Owner,Property in Probate - Estate Settlement,619024,203349,66,C,Texas Lead Gen,NEW
TX-S-0073,Donna,Williams,+13613829888,donna27@gmail.com,,8809 Technology Ct,Corpus Christi,TX,78497,Seller,Code Violation,Inherited Family Estate (Probate),279724,60188,66,C,Texas Lead Gen,NEW
TX-S-0129,Donna,Sanders,+14324166163,dsanders@outlook.com,,3779 Adams Ct,Odessa,TX,79766,Seller,Bankruptcy,Financial Hardship - Needs Cash,258316,325289,66,C,Texas Lead Gen,NEW
TX-S-0146,Sharon,Garcia,+18064786171,sharon73@outlook.com,,1794 Enterprise Ln,Amarillo,TX,79145,Seller,Bankruptcy,Tax Lien & Pre-Foreclosure Opportunity,889081,230746,66,C,Texas Lead Gen,NEW
TX-S-0152,Larry,Jackson,+19724179399,larry55@gmail.com,,2485 Ridge Pl,Plano,TX,75037,Seller,Tax Delinquent,Distressed Property - Code Violations,658263,195777,66,C,Texas Lead Gen,NEW
TX-S-0180,David,Harris,+14325044993,david.harris@aol.com,,9498 Jefferson Ave,Midland,TX,79751,Seller,Vacant Property,Tired Landlord - Ready to Exit,675381,106216,66,C,Texas Lead Gen,NEW
TX-B-0001,Ronald,Morgan,+18173496364,ronald.morgan@outlook.com,Kimberly Developments,,Fort Worth,TX,,Buyer,,Fix & Flip,0,0,66,C,Texas Lead Gen,NEW
TX-B-0012,Nathan,Johnson,+14323034851,nathan.johnson@outlook.com,,,Midland,TX,,Buyer,,Investor,0,0,66,C,Texas Lead Gen,NEW
TX-B-0069,Timothy,Parker,+19033353335,timothy.parker@outlook.com,,,Tyler,TX,,Buyer,,Developer,0,0,66,C,Texas Lead Gen,NEW
TX-B-0085,Frank,Campbell,+12148932288,frank.campbell@gmail.com,Raymond Capital Partners,,Dallas,TX,,Buyer,,REIT,0,0,66,C,Texas Lead Gen,NEW
TX-B-0096,Daniel,Roberts,+14693364863,daniel.roberts@outlook.com,Kenneth Solutions,,Irving,TX,,Buyer,,Property Manager,0,0,66,C,Texas Lead Gen,NEW
TX-S-0015,Debra,Clark,+19727067346,debra.clark@hotmail.com,,8135 Washington St,Plano,TX,75029,Seller,Judgment,Out-of-State Absentee Landlord,935236,267535,65,C,Texas Lead Gen,NEW
TX-S-0038,Brenda,Morris,+12547853213,bmorris@yahoo.com,,3817 Commerce Rd,Waco,TX,76720,Seller,Absentee Owner,Property in Probate - Estate Settlement,887381,378597,65,C,Texas Lead Gen,NEW
TX-S-0070,Jennifer,Ramirez,+14699067794,jennifer75@aol.com,,6613 Garden Ct,Plano,TX,75052,Seller,Judgment,Tired Landlord - Ready to Exit,564803,153074,65,C,Texas Lead Gen,NEW
TX-S-0083,Daniel,Phillips,+14699302982,daniel.phillips@yahoo.com,,1509 Industrial Blvd,Irving,TX,75040,Seller,Vacant Property,Behind on Mortgage Payments,788674,361362,65,C,Texas Lead Gen,NEW
TX-S-0093,Rachel,Wilson,+13619966262,rachel37@aol.com,,6724 Garden Ct,Corpus Christi,TX,78438,Seller,Utility Shutoff,Avoiding Foreclosure Auction,824693,372538,65,C,Texas Lead Gen,NEW
TX-S-0121,Brandon,Cooper,+19033061318,brandon79@gmail.com,,7685 Valley Dr,Tyler,TX,75707,Seller,Utility Shutoff,Behind on Mortgage Payments,695738,237790,65,C,Texas Lead Gen,NEW
TX-S-0196,Edward,Morris,+17266263581,emorris@aol.com,,4022 Park Dr,San Antonio,TX,78278,Seller,Lien,Inherited Property - Not Interested,186321,291090,65,C,Texas Lead Gen,NEW
TX-S-0197,Mary,Torres,+12106293406,mary71@gmail.com,,3499 Forest Pl,San Antonio,TX,78247,Seller,Absentee Owner,Tax Lien & Pre-Foreclosure Opportunity,618660,317562,65,C,Texas Lead Gen,NEW
TX-B-0027,Frank,Parker,+19159752490,frank.parker@outlook.com,Jerry Real Estate,,El Paso,TX,,Buyer,,Wholesaler,0,0,65,C,Texas Lead Gen,NEW
TX-B-0078,Eric,Lee,+19723258722,eric.lee@yahoo.com,Dennis Investments,,Plano,TX,,Buyer,,REIT,0,0,65,C,Texas Lead Gen,NEW
TX-B-0087,Zachary,Ramirez,+14694982656,zachary.ramirez@gmail.com,,,Frisco,TX,,Buyer,,Property Manager,0,0,65,C,Texas Lead Gen,NEW
TX-S-0051,Karen,Cooper,+17377131663,karen27@aol.com,,1468 Pine Ave,Austin,TX,78743,Seller,Fire Damage,Financial Hardship - Needs Cash,886109,159903,64,C,Texas Lead Gen,NEW
TX-S-0062,Sarah,Scott,+14326224864,sarah58@hotmail.com,,5059 Hill Ct,Midland,TX,79738,Seller,Bankruptcy,Job Relocation - Must Sell Fast,606850,152107,64,C,Texas Lead Gen,NEW
TX-S-0080,Jose,Adams,+14325109742,jose80@yahoo.com,,648 Hickory Ct,Odessa,TX,79766,Seller,Absentee Owner,Out-of-State Absentee Landlord,311386,257602,64,C,Texas Lead Gen,NEW
TX-S-0090,Linda,Nguyen,+12107886859,lnguyen@yahoo.com,,2131 Ridge Way,San Antonio,TX,78284,Seller,Vacant Property,Tax Lien & Pre-Foreclosure Opportunity,445944,63370,64,C,Texas Lead Gen,NEW
TX-S-0109,Anna,Sanders,+14699603722,asanders@aol.com,,9907 Innovation Pl,Irving,TX,75060,Seller,Pre-Foreclosure,Out-of-State Absentee Landlord,544422,382244,64,C,Texas Lead Gen,NEW
TX-S-0183,Barbara,Bennett,+19723308058,barbara16@aol.com,,2934 Peak Blvd,Dallas,TX,75248,Seller,Tax Delinquent,Avoiding Foreclosure Auction,308848,337139,64,C,Texas Lead Gen,NEW
TX-B-0009,Andrew,Perez,+14095235706,andrew.perez@yahoo.com,,,Beaumont,TX,,Buyer,,Fix & Flip,0,0,64,C,Texas Lead Gen,NEW
TX-B-0040,Jeffrey,Cooper,+12548794251,jeffrey.cooper@outlook.com,Tyler Real Estate,,Waco,TX,,Buyer,,Developer,0,0,64,C,Texas Lead Gen,NEW
TX-B-0059,Betty,Rogers,+13613908568,betty.rogers@gmail.com,,,Corpus Christi,TX,,Buyer,,Cash Buyer,0,0,64,C,Texas Lead Gen,NEW
TX-B-0063,Stephen,Myers,+18062925388,stephen.myers@outlook.com,Charles Developments,,Lubbock,TX,,Buyer,,Investor,0,0,64,C,Texas Lead Gen,NEW
TX-B-0097,Jerry,Lee,+19725389180,jerry.lee@yahoo.com,James Holdings,,Frisco,TX,,Buyer,,Buy and Hold,0,0,64,C,Texas Lead Gen,NEW
TX-S-0049,Brenda,Brown,+12104822563,bbrown@yahoo.com,,7936 Commerce Ln,San Antonio,TX,78246,Seller,Absentee Owner,Tired Landlord - Ready to Exit,507401,109954,63,C,Texas Lead Gen,NEW
TX-S-0054,Joshua,Sanchez,+18066468919,joshua.sanchez@outlook.com,,8889 Hickory Ct,Lubbock,TX,79464,Seller,Judgment,Job Relocation - Must Sell Fast,289313,281697,63,C,Texas Lead Gen,NEW
TX-S-0082,Christopher,Bennett,+14696259904,christopher.bennett@aol.com,,6478 Spring Way,McKinney,TX,75071,Seller,Vacant Property,Job Relocation - Must Sell Fast,523830,54210,63,C,Texas Lead Gen,NEW
TX-S-0091,Joseph,James,+17379088793,joseph10@outlook.com,,3155 Birch St,Austin,TX,78757,Seller,Vacant Property,Avoiding Foreclosure Auction,911068,296298,63,C,Texas Lead Gen,NEW
TX-S-0194,David,Cox,+19152876698,david80@aol.com,,1458 Jefferson Way,El Paso,TX,79920,Seller,Eviction,Tired Landlord - Ready to Exit,517905,177707,63,C,Texas Lead Gen,NEW
TX-B-0035,Debra,Turner,+19727512720,debra.turner@outlook.com,Alexander Investments,,Irving,TX,,Buyer,,Wholesaler,0,0,63,C,Texas Lead Gen,NEW
TX-B-0036,Margaret,Parker,+13612553699,margaret.parker@yahoo.com,,,Corpus Christi,TX,,Buyer,,Property Manager,0,0,63,C,Texas Lead Gen,NEW
TX-B-0060,Nathan,Thomas,+17268738643,nathan.thomas@gmail.com,Katherine Capital Partners,,San Antonio,TX,,Buyer,,Cash Buyer,0,0,63,C,Texas Lead Gen,NEW
TX-B-0089,Donald,Stewart,+16828213106,donald.stewart@yahoo.com,,,Arlington,TX,,Buyer,,Wholesaler,0,0,63,C,Texas Lead Gen,NEW
TX-B-0099,Anthony,Mitchell,+19039233771,anthony.mitchell@gmail.com,,,Tyler,TX,,Buyer,,Property Manager,0,0,63,C,Texas Lead Gen,NEW
TX-S-0075,Frank,Wood,+14327285498,frank.wood@outlook.com,,3977 Valley St,Midland,TX,79787,Seller,Lien,Behind on Mortgage Payments,909630,230038,62,C,Texas Lead Gen,NEW
TX-S-0147,Christopher,Green,+19722151086,cgreen@gmail.com,,6323 Business Blvd,Frisco,TX,75036,Seller,Bankruptcy,Tax Lien & Pre-Foreclosure Opportunity,166227,143208,62,C,Texas Lead Gen,NEW
TX-S-0181,Pamela,Evans,+13617199019,pamela.evans@gmail.com,,4824 Hill Ln,Corpus Christi,TX,78463,Seller,Lien,Divorce Settlement Required,926026,222433,62,C,Texas Lead Gen,NEW
TX-B-0005,Zachary,Nguyen,+14322176131,zachary.nguyen@gmail.com,Edward Holdings,,Midland,TX,,Buyer,,Developer,0,0,62,C,Texas Lead Gen,NEW
TX-S-0010,Kenneth,Chavez,+18322131374,kchavez@gmail.com,,9485 Garden Pkwy,Houston,TX,77052,Seller,Utility Shutoff,Job Relocation - Must Sell Fast,615267,364925,61,C,Texas Lead Gen,NEW
TX-S-0150,Cynthia,Phillips,+18172179202,cphillips@aol.com,,5713 Peak Pl,Arlington,TX,76068,Seller,Judgment,Financial Hardship - Needs Cash,319336,67018,61,C,Texas Lead Gen,NEW
TX-S-0163,Patrick,Carter,+16829418001,patrick33@yahoo.com,,9878 Industrial Rd,Fort Worth,TX,76113,Seller,Probate,Distressed Property - Code Violations,609977,352321,61,C,Texas Lead Gen,NEW
TX-S-0172,Jack,Williams,+16829829283,jwilliams@outlook.com,,2867 Garden Blvd,Fort Worth,TX,76184,Seller,Condemned,Property Needs Major Repairs,393510,66875,61,C,Texas Lead Gen,NEW
TX-B-0025,Shirley,Thompson,+14695784333,shirley.thompson@outlook.com,Kimberly Investments,,Frisco,TX,,Buyer,,Property Manager,0,0,61,C,Texas Lead Gen,NEW
TX-B-0075,Frank,Collins,+18064176246,frank.collins@yahoo.com,Gary Holdings,,Lubbock,TX,,Buyer,,REIT,0,0,61,C,Texas Lead Gen,NEW
TX-S-0026,Cynthia,Kelly,+17137385088,cynthia.kelly@gmail.com,,6747 Park Way,Houston,TX,77078,Seller,Pre-Foreclosure,Inherited Family Estate (Probate),493188,171152,60,C,Texas Lead Gen,NEW
TX-S-0030,Zachary,Lopez,+13613303786,zachary45@yahoo.com,,7836 Hickory Ct,Corpus Christi,TX,78469,Seller,Lien,Out-of-State Absentee Landlord,458246,135077,60,C,Texas Lead Gen,NEW
TX-S-0042,Peter,Young,+19725328769,pyoung@aol.com,,7325 Commerce Ct,Irving,TX,75043,Seller,Probate,Property in Probate - Estate Settlement,249805,262683,60,C,Texas Lead Gen,NEW
TX-S-0118,Gregory,Cook,+14697825798,gregory53@gmail.com,,5906 Canyon Way,Frisco,TX,75035,Seller,Judgment,Financial Hardship - Needs Cash,529993,271794,60,C,Texas Lead Gen,NEW
TX-S-0123,Christine,Kim,+12149921851,christine.kim@hotmail.com,,7531 Pine St,Irving,TX,75052,Seller,Condemned,Property in Probate - Estate Settlement,573356,220878,60,C,Texas Lead Gen,NEW
TX-S-0149,Jose,Evans,+18064551153,jose.evans@hotmail.com,,6453 Maple St,Lubbock,TX,79478,Seller,Condemned,Tired Landlord - Ready to Exit,709445,238676,60,C,Texas Lead Gen,NEW
TX-S-0004,Amanda,Alvarez,+12143375580,amanda.alvarez@gmail.com,,5142 Innovation Ct,Frisco,TX,75036,Seller,Code Violation,Distressed Property - Code Violations,467601,178295,59,C,Texas Lead Gen,NEW
TX-S-0022,Jacob,Reed,+12147313521,jreed@hotmail.com,,3140 Oak Dr,Plano,TX,75081,Seller,Bankruptcy,Distressed Property - Code Violations,297412,160023,59,C,Texas Lead Gen,NEW
TX-S-0058,Mary,Bennett,+12144832981,mary54@outlook.com,,6347 Lake Way,Plano,TX,75071,Seller,Utility Shutoff,Tired Landlord - Ready to Exit,335110,205302,59,C,Texas Lead Gen,NEW
TX-S-0141,Amy,Turner,+19724041582,amy.turner@gmail.com,,1822 Ridge St,McKinney,TX,75070,Seller,Bankruptcy,Property Needs Major Repairs,791910,151971,59,C,Texas Lead Gen,NEW
TX-S-0189,Amanda,Cox,+12143124895,amanda.cox@aol.com,,3679 Hill Dr,Frisco,TX,75035,Seller,Vacant Property,Divorce Settlement Required,281477,273818,59,C,Texas Lead Gen,NEW
TX-S-0002,Stephanie,Taylor,+14328518497,stephanie8@hotmail.com,,1275 Valley Way,Odessa,TX,79769,Seller,Fire Damage,Inherited Family Estate (Probate),898407,141683,58,C,Texas Lead Gen,NEW
TX-S-0016,Linda,Mendoza,+14325731817,lmendoza@outlook.com,,9050 Industrial Way,Odessa,TX,79762,Seller,Lien,Distressed Property - Code Violations,553585,231302,58,C,Texas Lead Gen,NEW
