lead_id,first_name,last_name,phone,email,company,address,city,state,state_code,zip,lead_type,distress_signal,motivation_profile,asking_price,est_equity,score,grade,source,status
NY-B-1746,Patricia,Sanders,+15183559107,patricia.sanders@outlook.com,Patricia Investments,,Albany,New York,NY,,Buyer,,Fix & Flip,0,0,93,A+,Nationwide Lead Gen,NEW
NY-B-1756,George,Wilson,+15185472063,george.wilson@yahoo.com,,,Albany,New York,NY,,Buyer,,Developer,0,0,93,A+,Nationwide Lead Gen,NEW
NY-B-1764,Donna,Cook,+15855198826,donna.cook@outlook.com,Donna Holdings,,Rochester,New York,NY,,Buyer,,Cash Buyer,0,0,93,A+,Nationwide Lead Gen,NEW
OH-B-1943,Thomas,Reed,+14194787295,thomas.reed@outlook.com,Thomas Solutions,,Toledo,Ohio,OH,,Buyer,,Fix & Flip,0,0,93,A+,Nationwide Lead Gen,NEW
OK-B-2021,Sylvia,Gray,+19183801127,sylvia.gray@gmail.com,Sylvia Acquisitions,,Broken Arrow,Oklahoma,OK,,Buyer,,Cash Buyer,0,0,93,A+,Nationwide Lead Gen,NEW
OR-S-2045,Kevin,Walker,+15035998373,kevin.walker@hotmail.com,,3667 Summit Blvd,Salem,Oregon,OR,18356,Seller,Utility Shutoff,Out-of-State Absentee Landlord,245123,246965,93,A+,Nationwide Lead Gen,NEW
PA-S-2149,Larry,Walker,+18786118919,larry.walker@yahoo.com,,6374 Garden Rd,Pittsburgh,Pennsylvania,PA,10969,Seller,Vacant Property,Out-of-State Absentee Landlord,362296,296527,93,A+,Nationwide Lead Gen,NEW
PA-B-2153,Adam,Ramos,+18149043824,adam.ramos@yahoo.com,Adam Solutions,,Erie,Pennsylvania,PA,,Buyer,,Cash Buyer,0,0,93,A+,Nationwide Lead Gen,NEW
RI-B-2202,George,Gutierrez,+14017025447,george.gutierrez@outlook.com,George Holdings,,Warwick,Rhode Island,RI,,Buyer,,Fix & Flip,0,0,93,A+,Nationwide Lead Gen,NEW
SC-S-2224,Patricia,Garcia,+18435244979,patricia.garcia@yahoo.com,,6552 Madison Dr,Charleston,South Carolina,SC,29413,Seller,Judgment,Job Relocation - Must Sell Fast,712783,345669,93,A+,Nationwide Lead Gen,NEW
SC-S-2238,Catherine,Long,+18039041667,catherine.long@aol.com,,3163 Madison St,Columbia,South Carolina,SC,80861,Seller,Code Violation,Out-of-State Absentee Landlord,355742,71999,93,A+,Nationwide Lead Gen,NEW
SC-S-2252,Sharon,Harris,+18433684635,sharon.harris@outlook.com,,1506 Chestnut Blvd,Charleston,South Carolina,SC,29434,Seller,Code Violation,Property in Probate - Estate Settlement,855584,171071,93,A+,Nationwide Lead Gen,NEW
SC-B-2268,Dorothy,James,+18649121620,dorothy.james@gmail.com,Dorothy Properties,,Greenville,South Carolina,SC,,Buyer,,Buy and Hold,0,0,93,A+,Nationwide Lead Gen,NEW
SD-S-2281,Matthew,Long,+16059774738,matthew.long@hotmail.com,,9111 Hill St,Sioux Falls,South Dakota,SD,57123,Seller,Condemned,Property in Probate - Estate Settlement,377143,133435,93,A+,Nationwide Lead Gen,NEW
SD-B-2307,William,Smith,+16058113273,william.smith@outlook.com,,,Sioux Falls,South Dakota,SD,,Buyer,,Fix & Flip,0,0,93,A+,Nationwide Lead Gen,NEW
TN-B-2364,Joseph,Brown,+19016539686,joseph.brown@yahoo.com,Joseph Acquisitions,,Memphis,Tennessee,TN,,Buyer,,Wholesaler,0,0,93,A+,Nationwide Lead Gen,NEW
TX-S-2405,Justin,Sanchez,+17379277010,justin.sanchez@aol.com,,7521 Adams Way,Austin,Texas,TX,78720,Seller,Absentee Owner,Job Relocation - Must Sell Fast,404911,355591,93,A+,Nationwide Lead Gen,NEW
TX-S-2407,Peter,Baker,+16822999060,peter.baker@outlook.com,,6017 Jefferson Ln,Fort Worth,Texas,TX,41499,Seller,High Equity,Inherited Family Estate (Probate),853697,267022,93,A+,Nationwide Lead Gen,NEW
TX-B-2439,Carlos,Carter,+17138011847,carlos.carter@gmail.com,Carlos Home Buyers,,Houston,Texas,TX,,Buyer,,Fix & Flip,0,0,93,A+,Nationwide Lead Gen,NEW
UT-S-2471,Ashley,Long,+18013957515,ashley.long@hotmail.com,,7815 Meadow St,Salt Lake City,Utah,UT,84198,Seller,Absentee Owner,Distressed Property - Code Violations,821785,259679,93,A+,Nationwide Lead Gen,NEW
UT-B-2523,George,Alvarez,+18019619586,george.alvarez@outlook.com,George Holdings,,Ogden,Utah,UT,,Buyer,,Investor,0,0,93,A+,Nationwide Lead Gen,NEW
VT-S-2536,Ashley,Cox,+18027073795,ashley.cox@yahoo.com,,2392 Ridge Blvd,Burlington,Vermont,VT,5440,Seller,Lien,Job Relocation - Must Sell Fast,420389,339056,93,A+,Nationwide Lead Gen,NEW
WA-B-2693,Gary,Hall,+14253013302,gary.hall@gmail.com,,,Bellevue,Washington,WA,,Buyer,,Cash Buyer,0,0,93,A+,Nationwide Lead Gen,NEW
WV-B-2744,Justin,Ortiz,+13049241323,justin.ortiz@outlook.com,Justin Solutions,,Morgantown,West Virginia,WV,,Buyer,,Cash Buyer,0,0,93,A+,Nationwide Lead Gen,NEW
WI-S-2782,Justin,Chavez,+12622504359,justin.chavez@outlook.com,,5210 Elm Dr,Kenosha,Wisconsin,WI,34814,Seller,Tax Delinquent,Financial Hardship - Needs Cash,899285,90396,93,A+,Nationwide Lead Gen,NEW
WI-S-2787,Shirley,Castillo,+19208816463,shirley.castillo@gmail.com,,9458 Jackson Ct,Green Bay,Wisconsin,WI,18893,Seller,Lien,Vacant Property - High Equity,679295,214987,93,A+,Nationwide Lead Gen,NEW
WI-B-2814,Jacob,Wood,+16089043114,jacob.wood@yahoo.com,,,Madison,Wisconsin,WI,,Buyer,,Fix & Flip,0,0,93,A+,Nationwide Lead Gen,NEW
AL-S-0018,Anthony,Walker,+13342861972,anthony.walker@outlook.com,,8935 Canyon Pl,Montgomery,Alabama,AL,36167,Seller,Fire Damage,Out-of-State Absentee Landlord,943038,125075,92,A+,Nationwide Lead Gen,NEW
AL-S-0022,Laura,Jackson,+19384124109,laura.jackson@hotmail.com,,7124 Walnut Ln,Huntsville,Alabama,AL,99091,Seller,Bankruptcy,Divorce Settlement Required,350165,144434,92,A+,Nationwide Lead Gen,NEW
AL-S-0035,Helen,Ruiz,+12568567838,helen.ruiz@yahoo.com,,1259 Enterprise Ln,Huntsville,Alabama,AL,21556,Seller,High Equity,Behind on Mortgage Payments,839055,58488,92,A+,Nationwide Lead Gen,NEW
AZ-B-0173,Brandon,Brooks,+14804014753,brandon.brooks@outlook.com,,,Phoenix,Arizona,AZ,,Buyer,,Property Manager,0,0,92,A+,Nationwide Lead Gen,NEW
AR-S-0196,Maria,Jackson,+14798539758,maria.jackson@gmail.com,,6777 Vista St,Fort Smith,Arkansas,AR,91619,Seller,Judgment,Property Needs Major Repairs,290756,224979,92,A+,Nationwide Lead Gen,NEW
AR-B-0202,Amanda,Peterson,+15012724131,amanda.peterson@outlook.com,Amanda Acquisitions,,Little Rock,Arkansas,AR,,Buyer,,Property Manager,0,0,92,A+,Nationwide Lead Gen,NEW
AR-B-0205,John,Brown,+18703293138,john.brown@outlook.com,John Acquisitions,,Jonesboro,Arkansas,AR,,Buyer,,Wholesaler,0,0,92,A+,Nationwide Lead Gen,NEW
CT-S-0388,Yolanda,Phillips,+19599159346,yolanda.phillips@outlook.com,,1940 Pine Pl,Hartford,Connecticut,CT,6126,Seller,Fire Damage,Behind on Mortgage Payments,842901,171240,92,A+,Nationwide Lead Gen,NEW
CT-S-0398,Samuel,Turner,+18604758293,samuel.turner@gmail.com,,9385 Harrison Dr,Hartford,Connecticut,CT,6158,Seller,Lien,Tired Landlord - Ready to Exit,174012,190477,92,A+,Nationwide Lead Gen,NEW
CT-B-0423,Emily,Reyes,+18603329023,emily.reyes@gmail.com,Emily Home Buyers,,Hartford,Connecticut,CT,,Buyer,,Cash Buyer,0,0,92,A+,Nationwide Lead Gen,NEW
DE-S-0450,Peter,Mitchell,+13027629391,peter.mitchell@outlook.com,,9512 Chestnut Rd,Newark,Delaware,DE,74487,Seller,Judgment,Tax Lien & Pre-Foreclosure Opportunity,783127,194811,92,A+,Nationwide Lead Gen,NEW
FL-S-0506,Raymond,Wright,+19547595944,raymond.wright@yahoo.com,,6741 Innovation Pl,Fort Lauderdale,Florida,FL,90707,Seller,Absentee Owner,Property in Probate - Estate Settlement,332931,231798,92,A+,Nationwide Lead Gen,NEW
GA-S-0561,Benjamin,Peterson,+17067017206,benjamin.peterson@gmail.com,,964 Lake Pkwy,Columbus,Georgia,GA,83374,Seller,Condemned,Tired Landlord - Ready to Exit,548840,50206,92,A+,Nationwide Lead Gen,NEW
ID-S-0661,Alexander,Reed,+12088311848,alexander.reed@outlook.com,,8011 Garden Pl,Idaho Falls,Idaho,ID,86463,Seller,Condemned,Distressed Property - Code Violations,678755,245349,92,A+,Nationwide Lead Gen,NEW
IN-S-0753,Rachel,Richardson,+12605636825,rachel.richardson@aol.com,,9308 Maple Ln,Fort Wayne,Indiana,IN,33405,Seller,Pre-Foreclosure,Divorce Settlement Required,585010,120838,92,A+,Nationwide Lead Gen,NEW
IN-B-0803,Christine,Moore,+14639018449,christine.moore@gmail.com,,,Indianapolis,Indiana,IN,,Buyer,,Cash Buyer,0,0,92,A+,Nationwide Lead Gen,NEW
KS-S-0857,Adam,Rodriguez,+19134257180,adam.rodriguez@aol.com,,7035 Chestnut Rd,Overland Park,Kansas,KS,74524,Seller,Utility Shutoff,Property in Probate - Estate Settlement,460216,177905,92,A+,Nationwide Lead Gen,NEW
KY-S-0886,Alexander,Murphy,+18596211763,alexander.murphy@outlook.com,,2561 Creek Ave,Lexington,Kentucky,KY,88901,Seller,Vacant Property,Job Relocation - Must Sell Fast,203773,132025,92,A+,Nationwide Lead Gen,NEW
LA-S-0990,Ruth,Sanchez,+15048614925,ruth.sanchez@aol.com,,4532 Jackson Rd,New Orleans,Louisiana,LA,70133,Seller,Judgment,Property Needs Major Repairs,560631,341353,92,A+,Nationwide Lead Gen,NEW
MA-S-1172,Richard,Martinez,+17742295847,richard.martinez@gmail.com,,7104 Monroe Ave,Worcester,Massachusetts,MA,17619,Seller,Eviction,Property in Probate - Estate Settlement,607807,228934,92,A+,Nationwide Lead Gen,NEW
MI-S-1263,Helen,White,+13137912319,helen.white@outlook.com,,5425 Adams Blvd,Detroit,Michigan,MI,48267,Seller,Fire Damage,Tax Lien & Pre-Foreclosure Opportunity,517311,332050,92,A+,Nationwide Lead Gen,NEW
MN-B-1357,Kathleen,Collins,+12189693131,kathleen.collins@yahoo.com,,,Duluth,Minnesota,MN,,Buyer,,Cash Buyer,0,0,92,A+,Nationwide Lead Gen,NEW
MO-S-1419,Rosa,Ruiz,+16365463300,rosa.ruiz@gmail.com,,1944 Madison Way,St. Louis,Missouri,MO,28034,Seller,High Equity,Financial Hardship - Needs Cash,163073,52443,92,A+,Nationwide Lead Gen,NEW
MO-S-1430,Emily,Turner,+18168071509,emily.turner@gmail.com,,2814 Vista Pkwy,Independence,Missouri,MO,21725,Seller,Judgment,Behind on Mortgage Payments,344438,355393,92,A+,Nationwide Lead Gen,NEW
MT-B-1495,Kathleen,Gomez,+14065178982,kathleen.gomez@gmail.com,Kathleen Acquisitions,,Great Falls,Montana,MT,,Buyer,,Wholesaler,0,0,92,A+,Nationwide Lead Gen,NEW
MT-B-1499,Raymond,Perez,+14068591154,raymond.perez@gmail.com,,,Great Falls,Montana,MT,,Buyer,,Property Manager,0,0,92,A+,Nationwide Lead Gen,NEW
NE-S-1504,Amanda,Smith,+14023269308,amanda.smith@gmail.com,,4330 Garden Ln,Omaha,Nebraska,NE,68163,Seller,Pre-Foreclosure,Property in Probate - Estate Settlement,187266,343923,92,A+,Nationwide Lead Gen,NEW
NE-S-1513,Robert,Peterson,+14027832282,robert.peterson@yahoo.com,,1901 Technology St,Bellevue,Nebraska,NE,84568,Seller,Pre-Foreclosure,Avoiding Foreclosure Auction,757352,157350,92,A+,Nationwide Lead Gen,NEW
NE-S-1519,Mary,King,+14028914673,mary.king@outlook.com,,9271 Pine Rd,Lincoln,Nebraska,NE,22485,Seller,Condemned,Tax Lien & Pre-Foreclosure Opportunity,737154,300085,92,A+,Nationwide Lead Gen,NEW
NH-S-1568,Stephanie,Peterson,+16036785937,stephanie.peterson@aol.com,,2685 Madison Pl,Manchester,New Hampshire,NH,3102,Seller,Pre-Foreclosure,Inherited Family Estate (Probate),922917,361167,92,A+,Nationwide Lead Gen,NEW
NJ-B-1643,Sylvia,Ross,+19732114474,sylvia.ross@gmail.com,,,Paterson,New Jersey,NJ,,Buyer,,Developer,0,0,92,A+,Nationwide Lead Gen,NEW
NJ-B-1655,Brandon,Sanders,+19082072801,brandon.sanders@gmail.com,Brandon Investments,,Elizabeth,New Jersey,NJ,,Buyer,,Wholesaler,0,0,92,A+,Nationwide Lead Gen,NEW
NM-S-1668,Scott,Anderson,+15753641025,scott.anderson@yahoo.com,,1273 Pine Ln,Las Cruces,New Mexico,NM,39809,Seller,Pre-Foreclosure,Financial Hardship - Needs Cash,142544,348022,92,A+,Nationwide Lead Gen,NEW
NM-S-1675,Helen,Morales,+15752261480,helen.morales@hotmail.com,,7701 Garden Pkwy,Las Cruces,New Mexico,NM,14693,Seller,Code Violation,Tired Landlord - Ready to Exit,240094,348619,92,A+,Nationwide Lead Gen,NEW
NM-S-1677,Aaron,White,+15054445124,aaron.white@outlook.com,,3263 Cedar Pl,Santa Fe,New Mexico,NM,24627,Seller,Probate,Avoiding Foreclosure Auction,908558,223556,92,A+,Nationwide Lead Gen,NEW
NY-S-1701,Steven,Phillips,+17168878330,steven.phillips@outlook.com,,8784 Washington Ct,Buffalo,New York,NY,14275,Seller,Absentee Owner,Vacant Property - High Equity,562394,79351,92,A+,Nationwide Lead Gen,NEW
NY-B-1751,Jerry,Hill,+19173242855,jerry.hill@outlook.com,Jerry Capital,,New York City,New York,NY,,Buyer,,Cash Buyer,0,0,92,A+,Nationwide Lead Gen,NEW
NY-B-1758,Angela,Moore,+13159339382,angela.moore@outlook.com,,,Syracuse,New York,NY,,Buyer,,Buy and Hold,0,0,92,A+,Nationwide Lead Gen,NEW
NC-S-1775,Brandon,Flores,+19194257471,brandon.flores@yahoo.com,,6446 Main Pl,Raleigh,North Carolina,NC,96351,Seller,Probate,Inherited Property - Not Interested,240533,274264,92,A+,Nationwide Lead Gen,NEW
NC-S-1800,Nicole,Moore,+13362419618,nicole.moore@aol.com,,5895 Adams Dr,Greensboro,North Carolina,NC,84259,Seller,Eviction,Financial Hardship - Needs Cash,501473,219853,92,A+,Nationwide Lead Gen,NEW
NC-S-1817,Mary,Thompson,+19192668570,mary.thompson@outlook.com,,4316 Cedar Blvd,Durham,North Carolina,NC,80435,Seller,Vacant Property,Avoiding Foreclosure Auction,536456,91156,92,A+,Nationwide Lead Gen,NEW
ND-B-1874,John,Walker,+17014953958,john.walker@outlook.com,,,Bismarck,North Dakota,ND,,Buyer,,Wholesaler,0,0,92,A+,Nationwide Lead Gen,NEW
OH-S-1924,Cynthia,Kelly,+13303049368,cynthia.kelly@hotmail.com,,8917 Birch Ln,Akron,Ohio,OH,94204,Seller,Lien,Inherited Family Estate (Probate),234540,318794,92,A+,Nationwide Lead Gen,NEW
OH-B-1930,Tyler,Peterson,+13302749486,tyler.peterson@outlook.com,Tyler Home Buyers,,Akron,Ohio,OH,,Buyer,,Wholesaler,0,0,92,A+,Nationwide Lead Gen,NEW
OH-B-1936,Michael,Campbell,+16146144609,michael.campbell@gmail.com,Michael Solutions,,Columbus,Ohio,OH,,Buyer,,Investor,0,0,92,A+,Nationwide Lead Gen,NEW
OK-S-1954,Richard,White,+19189942825,richard.white@outlook.com,,6996 Enterprise Pkwy,Tulsa,Oklahoma,OK,56789,Seller,Absentee Owner,Tax Lien & Pre-Foreclosure Opportunity,600183,314723,92,A+,Nationwide Lead Gen,NEW
OK-S-1972,Stephen,Carter,+19184874785,stephen.carter@aol.com,,6856 Canyon Ln,Tulsa,Oklahoma,OK,24089,Seller,Bankruptcy,Property Needs Major Repairs,874204,94199,92,A+,Nationwide Lead Gen,NEW
OK-S-1987,Brenda,Robinson,+14055676489,brenda.robinson@yahoo.com,,7040 Harrison Rd,Oklahoma City,Oklahoma,OK,73180,Seller,Absentee Owner,Divorce Settlement Required,264576,279387,92,A+,Nationwide Lead Gen,NEW
OK-B-2018,Kimberly,Garcia,+19182047974,kimberly.garcia@gmail.com,Kimberly Solutions,,Tulsa,Oklahoma,OK,,Buyer,,Buy and Hold,0,0,92,A+,Nationwide Lead Gen,NEW
OR-S-2032,Donald,Long,+15037213795,donald.long@aol.com,,6287 Industrial Pl,Salem,Oregon,OR,47624,Seller,Absentee Owner,Inherited Property - Not Interested,322034,156532,92,A+,Nationwide Lead Gen,NEW
OR-S-2043,Adam,Clark,+15032592992,adam.clark@yahoo.com,,4951 Innovation Dr,Portland,Oregon,OR,97288,Seller,Condemned,Out-of-State Absentee Landlord,260093,245084,92,A+,Nationwide Lead Gen,NEW
OR-S-2050,Samuel,Richardson,+19712677080,samuel.richardson@yahoo.com,,1270 Jackson Ct,Portland,Oregon,OR,97267,Seller,Lien,Inherited Property - Not Interested,849844,369712,92,A+,Nationwide Lead Gen,NEW
OR-S-2072,Nicole,Rivera,+15416896451,nicole.rivera@outlook.com,,8981 Hill Ct,Eugene,Oregon,OR,86438,Seller,High Equity,Absentee Owner - Lives Out of State,521309,159102,92,A+,Nationwide Lead Gen,NEW
OR-B-2079,Frank,Williams,+15418263324,frank.williams@yahoo.com,,,Eugene,Oregon,OR,,Buyer,,Property Manager,0,0,92,A+,Nationwide Lead Gen,NEW
PA-B-2157,Sharon,Anderson,+14125254104,sharon.anderson@gmail.com,,,Pittsburgh,Pennsylvania,PA,,Buyer,,Investor,0,0,92,A+,Nationwide Lead Gen,NEW
SC-S-2216,Jacob,Diaz,+18039858086,jacob.diaz@yahoo.com,,2976 Washington Way,Columbia,South Carolina,SC,39810,Seller,Eviction,Inherited Property - Not Interested,165933,192849,92,A+,Nationwide Lead Gen,NEW
SC-S-2217,Steven,Wood,+18437111799,steven.wood@outlook.com,,8779 Cedar Dr,Charleston,South Carolina,SC,29423,Seller,Code Violation,Divorce Settlement Required,262844,113313,92,A+,Nationwide Lead Gen,NEW
SC-S-2225,Michelle,Harris,+18435781322,michelle.harris@hotmail.com,,3556 Main St,Myrtle Beach,South Carolina,SC,38725,Seller,Pre-Foreclosure,Distressed Property - Code Violations,797321,200337,92,A+,Nationwide Lead Gen,NEW
SC-B-2276,Catherine,Sanders,+18033132512,catherine.sanders@gmail.com,Catherine Capital,,Columbia,South Carolina,SC,,Buyer,,Developer,0,0,92,A+,Nationwide Lead Gen,NEW
TX-S-2410,Amanda,Jackson,+12105603549,amanda.jackson@gmail.com,,6754 Jackson St,San Antonio,Texas,TX,46532,Seller,Pre-Foreclosure,Out-of-State Absentee Landlord,620754,329227,92,A+,Nationwide Lead Gen,NEW
TX-S-2417,Anthony,Lee,+19154202899,anthony.lee@gmail.com,,2339 Pine St,El Paso,Texas,TX,56912,Seller,Probate,Behind on Mortgage Payments,570778,112652,92,A+,Nationwide Lead Gen,NEW
UT-S-2477,Melissa,Johnson,+18014107906,melissa.johnson@yahoo.com,,6634 Enterprise Pkwy,Salt Lake City,Utah,UT,84116,Seller,Absentee Owner,Property in Probate - Estate Settlement,498010,66552,92,A+,Nationwide Lead Gen,NEW
UT-S-2483,Ashley,Morgan,+18017306098,ashley.morgan@aol.com,,6744 Creek St,Provo,Utah,UT,96792,Seller,Probate,Vacant Property - High Equity,567442,309328,92,A+,Nationwide Lead Gen,NEW
VA-S-2599,Patricia,Howard,+18048028335,patricia.howard@hotmail.com,,9706 Forest Way,Richmond,Virginia,VA,22561,Seller,Code Violation,Property Needs Major Repairs,264964,219761,92,A+,Nationwide Lead Gen,NEW
VA-S-2600,Jerry,Wood,+18046131145,jerry.wood@aol.com,,9498 Chestnut Ave,Richmond,Virginia,VA,59349,Seller,Code Violation,Tired Landlord - Ready to Exit,166213,141389,92,A+,Nationwide Lead Gen,NEW
VA-S-2609,Kimberly,Rodriguez,+17577863275,kimberly.rodriguez@gmail.com,,4974 Jefferson Pkwy,Norfolk,Virginia,VA,95715,Seller,Condemned,Financial Hardship - Needs Cash,386794,256052,92,A+,Nationwide Lead Gen,NEW
WA-S-2667,Scott,Carter,+14255119612,scott.carter@aol.com,,4235 Ridge St,Bellevue,Washington,WA,72893,Seller,Lien,Tax Lien & Pre-Foreclosure Opportunity,574280,130482,92,A+,Nationwide Lead Gen,NEW
WA-S-2672,David,Ramirez,+14256291164,david.ramirez@yahoo.com,,6719 Valley Way,Bellevue,Washington,WA,68403,Seller,Fire Damage,Vacant Property - High Equity,258911,387021,92,A+,Nationwide Lead Gen,NEW
WI-S-2757,Cynthia,Martin,+12625126847,cynthia.martin@outlook.com,,8108 Industrial Ct,Kenosha,Wisconsin,WI,43087,Seller,Tax Delinquent,Financial Hardship - Needs Cash,653705,185176,92,A+,Nationwide Lead Gen,NEW
WI-S-2793,Samantha,Bailey,+19209246443,samantha.bailey@outlook.com,,5478 Spring St,Green Bay,Wisconsin,WI,90069,Seller,Vacant Property,Tax Lien & Pre-Foreclosure Opportunity,770246,396625,92,A+,Nationwide Lead Gen,NEW
WI-S-2795,Sharon,Gutierrez,+14144222239,sharon.gutierrez@hotmail.com,,4268 Pine Pl,Milwaukee,Wisconsin,WI,53260,Seller,Lien,Inherited Property - Not Interested,865062,203972,92,A+,Nationwide Lead Gen,NEW
AL-S-0032,Brandon,Gomez,+13342544274,brandon.gomez@gmail.com,,8510 Innovation Blvd,Montgomery,Alabama,AL,36160,Seller,Condemned,Avoiding Foreclosure Auction,728950,133301,91,A+,Nationwide Lead Gen,NEW
AL-B-0071,Donna,Patel,+13349804238,donna.patel@gmail.com,Donna Acquisitions,,Montgomery,Alabama,AL,,Buyer,,Property Manager,0,0,91,A+,Nationwide Lead Gen,NEW
AZ-S-0108,Tyler,Torres,+14808303534,tyler.torres@outlook.com,,1542 River Blvd,Mesa,Arizona,AZ,40876,Seller,Fire Damage,Property Needs Major Repairs,759264,307825,91,A+,Nationwide Lead Gen,NEW
AZ-S-0117,Benjamin,Peterson,+15202105595,benjamin.peterson@aol.com,,7653 Ridge Way,Tucson,Arizona,AZ,85770,Seller,Tax Delinquent,Property in Probate - Estate Settlement,883588,115683,91,A+,Nationwide Lead Gen,NEW
AZ-S-0128,Stephen,Castillo,+14808341513,stephen.castillo@aol.com,,1166 Forest Way,Chandler,Arizona,AZ,50693,Seller,Judgment,Divorce Settlement Required,481013,51869,91,A+,Nationwide Lead Gen,NEW
AZ-S-0134,Mark,Price,+14805836437,mark.price@yahoo.com,,5965 Creek Blvd,Chandler,Arizona,AZ,53555,Seller,Condemned,Absentee Owner - Lives Out of State,483569,234598,91,A+,Nationwide Lead Gen,NEW
AZ-S-0135,Yolanda,Walker,+16236056530,yolanda.walker@hotmail.com,,6040 Madison St,Phoenix,Arizona,AZ,85088,Seller,Tax Delinquent,Financial Hardship - Needs Cash,298087,290120,91,A+,Nationwide Lead Gen,NEW
AZ-S-0149,Melissa,Watson,+16029237191,melissa.watson@gmail.com,,1986 Spring Ave,Phoenix,Arizona,AZ,85088,Seller,Absentee Owner,Divorce Settlement Required,329678,182111,91,A+,Nationwide Lead Gen,NEW
AR-S-0198,Amy,Evans,+14799444509,amy.evans@outlook.com,,4221 Park Way,Fayetteville,Arkansas,AR,37356,Seller,Bankruptcy,Tax Lien & Pre-Foreclosure Opportunity,819199,158321,91,A+,Nationwide Lead Gen,NEW
AR-B-0206,Judy,Mitchell,+14794008104,judy.mitchell@outlook.com,Judy Acquisitions,,Fort Smith,Arkansas,AR,,Buyer,,Investor,0,0,91,A+,Nationwide Lead Gen,NEW
CA-S-0225,Rebecca,Sanders,+12794145349,rebecca.sanders@aol.com,,5286 Peak Ln,Sacramento,California,CA,24227,Seller,Eviction,Tax Lien & Pre-Foreclosure Opportunity,906548,83916,91,A+,Nationwide Lead Gen,NEW
CA-S-0234,Alexander,Chavez,+16196875343,alexander.chavez@aol.com,,7320 Main Pl,San Diego,California,CA,92154,Seller,Tax Delinquent,Vacant Property - High Equity,910284,290068,91,A+,Nationwide Lead Gen,NEW
CA-S-0243,Susan,Williams,+16193538037,susan.williams@aol.com,,5151 Birch Ave,San Diego,California,CA,92140,Seller,Lien,Out-of-State Absentee Landlord,341732,89769,91,A+,Nationwide Lead Gen,NEW
CO-S-0302,Jessica,Ramirez,+19704967943,jessica.ramirez@yahoo.com,,9135 Technology Pl,Fort Collins,Colorado,CO,83503,Seller,Code Violation,Absentee Owner - Lives Out of State,476367,359044,91,A+,Nationwide Lead Gen,NEW
DE-S-0455,Maria,Collins,+13024905001,maria.collins@yahoo.com,,5526 Walnut Blvd,Newark,Delaware,DE,89562,Seller,Utility Shutoff,Job Relocation - Must Sell Fast,684968,221905,91,A+,Nationwide Lead Gen,NEW
FL-S-0504,Gregory,Stewart,+18133458315,gregory.stewart@gmail.com,,4725 Harrison Blvd,Tampa,Florida,FL,66377,Seller,Condemned,Tired Landlord - Ready to Exit,507542,393728,91,A+,Nationwide Lead Gen,NEW
FL-S-0514,Gregory,Martinez,+18139315037,gregory.martinez@gmail.com,,1845 Walnut St,Tampa,Florida,FL,70986,Seller,Probate,Tired Landlord - Ready to Exit,139063,226856,91,A+,Nationwide Lead Gen,NEW
GA-S-0560,Patricia,Jackson,+17702133964,patricia.jackson@aol.com,,7172 Washington Ct,Atlanta,Georgia,GA,30323,Seller,Fire Damage,Tired Landlord - Ready to Exit,584986,327838,91,A+,Nationwide Lead Gen,NEW
GA-S-0571,Kimberly,Wilson,+17064034046,kimberly.wilson@gmail.com,,2296 Madison Blvd,Columbus,Georgia,GA,45546,Seller,Condemned,Inherited Family Estate (Probate),765372,347824,91,A+,Nationwide Lead Gen,NEW
GA-B-0601,Alexander,Scott,+17066172131,alexander.scott@outlook.com,Alexander Home Buyers,,Augusta,Georgia,GA,,Buyer,,Fix & Flip,0,0,91,A+,Nationwide Lead Gen,NEW
HI-S-0632,Brenda,Robinson,+18089516020,brenda.robinson@aol.com,,9857 Hickory St,Kailua,Hawaii,HI,71656,Seller,Tax Delinquent,Property Needs Major Repairs,926713,325179,91,A+,Nationwide Lead Gen,NEW
IL-S-0688,Charles,Williams,+13319732546,charles.williams@gmail.com,,6777 Maple St,Naperville,Illinois,IL,21758,Seller,Utility Shutoff,Distressed Property - Code Violations,639037,135027,91,A+,Nationwide Lead Gen,NEW
IN-S-0782,Christopher,Ortiz,+14637452368,christopher.ortiz@hotmail.com,,7963 Washington Pl,Indianapolis,Indiana,IN,46291,Seller,Condemned,Financial Hardship - Needs Cash,578918,132465,91,A+,Nationwide Lead Gen,NEW
IA-S-0843,Janet,Rogers,+13193656572,janet.rogers@yahoo.com,,4832 Forest Pkwy,Cedar Rapids,Iowa,IA,16377,Seller,Bankruptcy,Financial Hardship - Needs Cash,597626,219000,91,A+,Nationwide Lead Gen,NEW
IA-S-0845,Raymond,Garcia,+15154081639,raymond.garcia@hotmail.com,,9032 Innovation Ct,Des Moines,Iowa,IA,50373,Seller,Vacant Property,Distressed Property - Code Violations,670981,123045,91,A+,Nationwide Lead Gen,NEW
LA-S-0966,James,Kim,+12258294501,james.kim@yahoo.com,,1581 Adams Way,Baton Rouge,Louisiana,LA,96762,Seller,Absentee Owner,Tax Lien & Pre-Foreclosure Opportunity,151571,310620,91,A+,Nationwide Lead Gen,NEW
